"FIPS","Geographic Identifier","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Tribal Tract","Tribal Block Group","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","% Total Population: White Alone","% Total Population: Black or African American Alone","% Total Population: American Indian and Alaska Native Alone","% Total Population: Asian Alone","% Total Population: Native Hawaiian and Other Pacific Islander Alone","% Total Population: Some Other Race Alone","% Total Population: Two or More Races","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Householder 15 to 24 Years","Renter-Occupied Housing Units: Householder 25 to 34 Years","Renter-Occupied Housing Units: Householder 35 to 44 Years","Renter-Occupied Housing Units: Householder 45 to 54 Years","Renter-Occupied Housing Units: Householder 55 to 59 Years","Renter-Occupied Housing Units: Householder 60 to 64 Years","Renter-Occupied Housing Units: Householder 65 to 74 Years","Renter-Occupied Housing Units: Householder 75 to 84 Years","Renter-Occupied Housing Units: Householder 85 Years and Over","% Renter-Occupied Housing Units: Householder 15 to 24 Years","% Renter-Occupied Housing Units: Householder 25 to 34 Years","% Renter-Occupied Housing Units: Householder 35 to 44 Years","% Renter-Occupied Housing Units: Householder 45 to 54 Years","% Renter-Occupied Housing Units: Householder 55 to 59 Years","% Renter-Occupied Housing Units: Householder 60 to 64 Years","% Renter-Occupied Housing Units: Householder 65 to 74 Years","% Renter-Occupied Housing Units: Householder 75 to 84 Years","% Renter-Occupied Housing Units: Householder 85 Years and Over","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than High School Graduate","Renter-Occupied Housing Units: High School Graduate (Including Equivalency)","Renter-Occupied Housing Units: Some College or Associate's Degree","Renter-Occupied Housing Units: Bachelor's Degree or Higher","% Renter-Occupied Housing Units: Less than High School Graduate","% Renter-Occupied Housing Units: High School Graduate (Including Equivalency)","% Renter-Occupied Housing Units: Some College or Associate's Degree","% Renter-Occupied Housing Units: Bachelor's Degree or Higher","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $5,000","Renter-Occupied Housing Units: $5,000 to $9,999","Renter-Occupied Housing Units: $10,000 to $14,999","Renter-Occupied Housing Units: $15,000 to $19,999","Renter-Occupied Housing Units: $20,000 to $24,999","Renter-Occupied Housing Units: $25,000 to $34,999","Renter-Occupied Housing Units: $35,000 to $49,999","Renter-Occupied Housing Units: $50,000 to $74,999","Renter-Occupied Housing Units: $75,000 to $99,999","Renter-Occupied Housing Units: $100,000 to $149,999","Renter-Occupied Housing Units: $150,000 or More","% Renter-Occupied Housing Units: Less than $5,000","% Renter-Occupied Housing Units: $5,000 to $9,999","% Renter-Occupied Housing Units: $10,000 to $14,999","% Renter-Occupied Housing Units: $15,000 to $19,999","% Renter-Occupied Housing Units: $20,000 to $24,999","% Renter-Occupied Housing Units: $25,000 to $34,999","% Renter-Occupied Housing Units: $35,000 to $49,999","% Renter-Occupied Housing Units: $50,000 to $74,999","% Renter-Occupied Housing Units: $75,000 to $99,999","% Renter-Occupied Housing Units: $100,000 to $149,999","% Renter-Occupied Housing Units: $150,000 or More","Median Household Income in the Past 12 Months (In 2015 Inflation-Adjusted Dollars) ","Gini Index","Median Value","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $300","Renter-Occupied Housing Units: $300 to $499","Renter-Occupied Housing Units: $500 to $799","Renter-Occupied Housing Units: $800 to $999","Renter-Occupied Housing Units: $1,000 to $1,499","Renter-Occupied Housing Units: $1,500 to $1,999","Renter-Occupied Housing Units: $2,000 to $2,499","Renter-Occupied Housing Units: $2,500 to $2,999","Renter-Occupied Housing Units: $3,000 or More","Renter-Occupied Housing Units: No Cash Rent","% Renter-Occupied Housing Units: Less than $300","% Renter-Occupied Housing Units: $300 to $499","% Renter-Occupied Housing Units: $500 to $799","% Renter-Occupied Housing Units: $800 to $999","% Renter-Occupied Housing Units: $1,000 to $1,499","% Renter-Occupied Housing Units: $1,500 to $1,999","% Renter-Occupied Housing Units: $2,000 to $2,499","% Renter-Occupied Housing Units: $2,500 to $2,999","% Renter-Occupied Housing Units: $3,000 or More","% Renter-Occupied Housing Units: No Cash Rent","Renter-Occupied Housing Units","Renter-Occupied Housing Units: Less than $20,000","Renter-Occupied Housing Units: Less than $20,000: Less than 20 Percent","Renter-Occupied Housing Units: Less than $20,000: 20 to 29 Percent","Renter-Occupied Housing Units: Less than $20,000: 30 Percent or More","Renter-Occupied Housing Units: $20,000 to $34,999","Renter-Occupied Housing Units: $20,000 to $34,999: Less than 20 Percent","Renter-Occupied Housing Units: $20,000 to $34,999: 20 to 29 Percent","Renter-Occupied Housing Units: $20,000 to $34,999: 30 Percent or More","Renter-Occupied Housing Units: $35,000 to $49,999","Renter-Occupied Housing Units: $35,000 to $49,999: Less than 20 Percent","Renter-Occupied Housing Units: $35,000 to $49,999: 20 to 29 Percent","Renter-Occupied Housing Units: $35,000 to $49,999: 30 Percent or More","Renter-Occupied Housing Units: $50,000 to $74,999","Renter-Occupied Housing Units: $50,000 to $74,999: Less than 20 Percent","Renter-Occupied Housing Units: $50,000 to $74,999: 20 to 29 Percent","Renter-Occupied Housing Units: $50,000 to $74,999: 30 Percent or More","Renter-Occupied Housing Units: $75,000 or More","Renter-Occupied Housing Units: $75,000 or More: Less than 20 Percent","Renter-Occupied Housing Units: $75,000 or More: 20 to 29 Percent","Renter-Occupied Housing Units: $75,000 or More: 30 Percent or More","Renter-Occupied Housing Units: Zero or Negative Income","Renter-Occupied Housing Units: No Cash Rent","% Renter-Occupied Housing Units: Less than $20,000","% Renter-Occupied Housing Units: Less than $20,000: Less than 20 Percent","% Renter-Occupied Housing Units: Less than $20,000: 20 to 29 Percent","% Renter-Occupied Housing Units: Less than $20,000: 30 Percent or More","% Renter-Occupied Housing Units: $20,000 to $34,999","% Renter-Occupied Housing Units: $20,000 to $34,999: Less than 20 Percent","% Renter-Occupied Housing Units: $20,000 to $34,999: 20 to 29 Percent","% Renter-Occupied Housing Units: $20,000 to $34,999: 30 Percent or More","% Renter-Occupied Housing Units: $35,000 to $49,999","% Renter-Occupied Housing Units: $35,000 to $49,999: Less than 20 Percent","% Renter-Occupied Housing Units: $35,000 to $49,999: 20 to 29 Percent","% Renter-Occupied Housing Units: $35,000 to $49,999: 30 Percent or More","% Renter-Occupied Housing Units: $50,000 to $74,999","% Renter-Occupied Housing Units: $50,000 to $74,999: Less than 20 Percent","% Renter-Occupied Housing Units: $50,000 to $74,999: 20 to 29 Percent","% Renter-Occupied Housing Units: $50,000 to $74,999: 30 Percent or More","% Renter-Occupied Housing Units: $75,000 or More","% Renter-Occupied Housing Units: $75,000 or More: Less than 20 Percent","% Renter-Occupied Housing Units: $75,000 or More: 20 to 29 Percent","% Renter-Occupied Housing Units: $75,000 or More: 30 Percent or More","% Renter-Occupied Housing Units: Zero or Negative Income","% Renter-Occupied Housing Units: No Cash Rent"
"78778744","86000US78744","78744 ZCTA5","78744 ZCTA5","us","860","00","ACSSF","0037891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78744",,,,,,,,,,,,,46408,32710,3330,614,272,17,8034,1431,70.48,7.18,1.32,0.59,0.04,17.31,3.08,7113,643,2741,1651,1318,348,93,278,38,3,9.04,38.54,23.21,18.53,4.89,1.31,3.91,0.53,0.04,7113,1933,1686,2269,1225,27.18,23.7,31.9,17.22,7113,358,335,532,502,499,1006,1336,1477,668,286,114,5.03,4.71,7.48,7.06,7.02,14.14,18.78,20.76,9.39,4.02,1.6,37591,0.418,106000,7113,62,109,855,2305,3144,383,40,0,0,215,0.87,1.53,12.02,32.41,44.2,5.38,0.56,0,0,3.02,7113,1485,10,19,1456,1451,40,211,1200,1331,138,661,532,1477,464,938,75,1047,717,327,3,107,215,20.88,0.14,0.27,20.47,20.4,0.56,2.97,16.87,18.71,1.94,9.29,7.48,20.76,6.52,13.19,1.05,14.72,10.08,4.6,0.04,1.5,3.02
"78778745","86000US78745","78745 ZCTA5","78745 ZCTA5","us","860","00","ACSSF","0037892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78745",,,,,,,,,,,,,59758,51616,2955,219,1404,40,1730,1794,86.38,4.94,0.37,2.35,0.07,2.9,3,13518,1187,5210,2708,1956,678,671,711,220,177,8.78,38.54,20.03,14.47,5.02,4.96,5.26,1.63,1.31,13518,1701,2266,4336,5215,12.58,16.76,32.08,38.58,13518,555,635,805,559,686,1521,2859,2961,1696,809,432,4.11,4.7,5.96,4.14,5.07,11.25,21.15,21.9,12.55,5.98,3.2,44525,0.3851,183900,13518,177,382,2252,2561,6063,1574,170,57,29,253,1.31,2.83,16.66,18.95,44.85,11.64,1.26,0.42,0.21,1.87,13518,2297,10,83,2204,2182,39,291,1852,2794,244,1080,1470,2927,832,1697,398,2859,2127,651,81,206,253,16.99,0.07,0.61,16.3,16.14,0.29,2.15,13.7,20.67,1.81,7.99,10.87,21.65,6.15,12.55,2.94,21.15,15.73,4.82,0.6,1.52,1.87
"78778746","86000US78746","78746 ZCTA5","78746 ZCTA5","us","860","00","ACSSF","0037893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78746",,,,,,,,,,,,,27928,24245,234,5,2197,196,206,845,86.81,0.84,0.02,7.87,0.7,0.74,3.03,3286,187,1207,840,578,77,101,99,68,129,5.69,36.73,25.56,17.59,2.34,3.07,3.01,2.07,3.93,3286,12,148,686,2440,0.37,4.5,20.88,74.25,3286,54,31,119,108,175,177,489,588,635,517,393,1.64,0.94,3.62,3.29,5.33,5.39,14.88,17.89,19.32,15.73,11.96,67121,0.5154,713400,3286,0,10,127,335,1332,843,358,78,121,82,0,0.3,3.86,10.19,40.54,25.65,10.89,2.37,3.68,2.5,3286,268,0,10,258,327,0,5,322,485,37,170,278,579,43,324,212,1525,995,411,119,20,82,8.16,0,0.3,7.85,9.95,0,0.15,9.8,14.76,1.13,5.17,8.46,17.62,1.31,9.86,6.45,46.41,30.28,12.51,3.62,0.61,2.5
"78778747","86000US78747","78747 ZCTA5","78747 ZCTA5","us","860","00","ACSSF","0037894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78747",,,,,,,,,,,,,18544,14846,1052,358,388,0,1341,559,80.06,5.67,1.93,2.09,0,7.23,3.01,1938,67,824,274,522,0,117,124,10,0,3.46,42.52,14.14,26.93,0,6.04,6.4,0.52,0,1938,229,503,520,686,11.82,25.95,26.83,35.4,1938,91,12,63,185,110,255,234,369,341,232,46,4.7,0.62,3.25,9.55,5.68,13.16,12.07,19.04,17.6,11.97,2.37,52538,0.3805,169400,1938,0,0,94,476,941,322,36,30,0,39,0,0,4.85,24.56,48.56,16.62,1.86,1.55,0,2.01,1938,298,0,0,298,336,0,71,265,224,21,93,110,369,100,155,114,619,410,209,0,53,39,15.38,0,0,15.38,17.34,0,3.66,13.67,11.56,1.08,4.8,5.68,19.04,5.16,8,5.88,31.94,21.16,10.78,0,2.73,2.01
"78778748","86000US78748","78748 ZCTA5","78748 ZCTA5","us","860","00","ACSSF","0037895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78748",,,,,,,,,,,,,46679,38478,2202,56,2065,69,1699,2110,82.43,4.72,0.12,4.42,0.15,3.64,4.52,6980,720,2818,1507,952,390,299,103,167,24,10.32,40.37,21.59,13.64,5.59,4.28,1.48,2.39,0.34,6980,360,1445,2680,2495,5.16,20.7,38.4,35.74,6980,249,166,204,336,322,838,1317,1752,906,804,86,3.57,2.38,2.92,4.81,4.61,12.01,18.87,25.1,12.98,11.52,1.23,50810,0.3687,205800,6980,26,61,397,1262,3509,1554,49,23,0,99,0.37,0.87,5.69,18.08,50.27,22.26,0.7,0.33,0,1.42,6980,786,0,20,766,1153,12,33,1108,1317,28,531,758,1752,309,1109,334,1721,1036,662,23,152,99,11.26,0,0.29,10.97,16.52,0.17,0.47,15.87,18.87,0.4,7.61,10.86,25.1,4.43,15.89,4.79,24.66,14.84,9.48,0.33,2.18,1.42
"78778749","86000US78749","78749 ZCTA5","78749 ZCTA5","us","860","00","ACSSF","0037896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78749",,,,,,,,,,,,,36210,30269,1009,153,3119,0,417,1243,83.59,2.79,0.42,8.61,0,1.15,3.43,5708,352,2451,1195,909,207,248,204,96,46,6.17,42.94,20.94,15.93,3.63,4.34,3.57,1.68,0.81,5708,51,562,1473,3622,0.89,9.85,25.81,63.45,5708,94,159,101,86,157,242,910,1445,761,1277,476,1.65,2.79,1.77,1.51,2.75,4.24,15.94,25.32,13.33,22.37,8.34,70117,0.3573,257400,5708,37,0,189,645,3076,1163,430,89,11,68,0.65,0,3.31,11.3,53.89,20.37,7.53,1.56,0.19,1.19,5708,415,0,14,401,399,0,0,399,910,0,419,491,1402,323,564,515,2514,1867,626,21,0,68,7.27,0,0.25,7.03,6.99,0,0,6.99,15.94,0,7.34,8.6,24.56,5.66,9.88,9.02,44.04,32.71,10.97,0.37,0,1.19
"78778750","86000US78750","78750 ZCTA5","78750 ZCTA5","us","860","00","ACSSF","0037897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78750",,,,,,,,,,,,,28626,22983,598,9,3529,22,439,1046,80.29,2.09,0.03,12.33,0.08,1.53,3.65,3979,354,1089,1060,902,162,257,115,40,0,8.9,27.37,26.64,22.67,4.07,6.46,2.89,1.01,0,3979,109,782,1429,1659,2.74,19.65,35.91,41.69,3979,227,88,63,232,195,488,649,963,520,394,160,5.7,2.21,1.58,5.83,4.9,12.26,16.31,24.2,13.07,9.9,4.02,50981,0.4452,322700,3979,0,26,310,912,1872,602,144,12,66,35,0,0.65,7.79,22.92,47.05,15.13,3.62,0.3,1.66,0.88,3979,502,0,0,502,683,0,39,644,639,30,310,299,958,232,466,260,1054,805,207,42,108,35,12.62,0,0,12.62,17.17,0,0.98,16.18,16.06,0.75,7.79,7.51,24.08,5.83,11.71,6.53,26.49,20.23,5.2,1.06,2.71,0.88
"78778751","86000US78751","78751 ZCTA5","78751 ZCTA5","us","860","00","ACSSF","0037898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78751",,,,,,,,,,,,,14441,12004,200,48,872,0,790,527,83.12,1.38,0.33,6.04,0,5.47,3.65,5546,1189,2584,879,508,94,221,43,28,0,21.44,46.59,15.85,9.16,1.69,3.98,0.78,0.5,0,5546,179,491,1489,3387,3.23,8.85,26.85,61.07,5546,543,274,283,378,377,909,761,953,400,400,268,9.79,4.94,5.1,6.82,6.8,16.39,13.72,17.18,7.21,7.21,4.83,35126,0.5161,322900,5546,9,72,1466,1387,1384,785,253,113,39,38,0.16,1.3,26.43,25.01,24.95,14.15,4.56,2.04,0.7,0.69,5546,1283,9,0,1274,1286,10,279,997,754,123,374,257,953,323,464,166,1058,762,248,48,174,38,23.13,0.16,0,22.97,23.19,0.18,5.03,17.98,13.6,2.22,6.74,4.63,17.18,5.82,8.37,2.99,19.08,13.74,4.47,0.87,3.14,0.69
"78778752","86000US78752","78752 ZCTA5","78752 ZCTA5","us","860","00","ACSSF","0037899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78752",,,,,,,,,,,,,20153,12291,2334,194,511,0,4359,464,60.99,11.58,0.96,2.54,0,21.63,2.3,5728,527,2528,1223,556,216,245,302,75,56,9.2,44.13,21.35,9.71,3.77,4.28,5.27,1.31,0.98,5728,1628,1158,1374,1568,28.42,20.22,23.99,27.37,5728,411,364,417,522,510,889,1124,800,372,263,56,7.18,6.35,7.28,9.11,8.9,15.52,19.62,13.97,6.49,4.59,0.98,31773,0.4509,187400,5728,51,244,1905,1909,1128,246,56,17,45,127,0.89,4.26,33.26,33.33,19.69,4.29,0.98,0.3,0.79,2.22,5728,1564,17,61,1486,1399,36,141,1222,1081,124,661,296,775,489,225,61,686,530,156,0,96,127,27.3,0.3,1.06,25.94,24.42,0.63,2.46,21.33,18.87,2.16,11.54,5.17,13.53,8.54,3.93,1.06,11.98,9.25,2.72,0,1.68,2.22
"78778753","86000US78753","78753 ZCTA5","78753 ZCTA5","us","860","00","ACSSF","0037900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78753",,,,,,,,,,,,,55077,33217,6195,245,3307,93,10838,1182,60.31,11.25,0.44,6,0.17,19.68,2.15,12321,1323,4713,2704,1964,632,464,378,80,63,10.74,38.25,21.95,15.94,5.13,3.77,3.07,0.65,0.51,12321,3215,3342,3852,1912,26.09,27.12,31.26,15.52,12321,375,629,1050,1115,1415,2117,2156,2033,801,321,309,3.04,5.11,8.52,9.05,11.48,17.18,17.5,16.5,6.5,2.61,2.51,32286,0.4429,142700,12321,232,218,3773,3818,3481,645,0,29,0,125,1.88,1.77,30.62,30.99,28.25,5.23,0,0.24,0,1.01,12321,2913,34,134,2745,3497,53,540,2904,2140,193,1267,680,2012,736,1080,196,1431,1244,187,0,203,125,23.64,0.28,1.09,22.28,28.38,0.43,4.38,23.57,17.37,1.57,10.28,5.52,16.33,5.97,8.77,1.59,11.61,10.1,1.52,0,1.65,1.01
"78778754","86000US78754","78754 ZCTA5","78754 ZCTA5","us","860","00","ACSSF","0037901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78754",,,,,,,,,,,,,19020,10528,4034,46,2812,0,760,840,55.35,21.21,0.24,14.78,0,4,4.42,3659,369,1174,1173,610,137,108,72,16,0,10.08,32.09,32.06,16.67,3.74,2.95,1.97,0.44,0,3659,335,596,1414,1314,9.16,16.29,38.64,35.91,3659,117,68,209,315,147,340,731,912,365,260,195,3.2,1.86,5.71,8.61,4.02,9.29,19.98,24.92,9.98,7.11,5.33,47194,0.4327,159300,3659,0,16,338,1203,1530,513,0,0,0,59,0,0.44,9.24,32.88,41.81,14.02,0,0,0,1.61,3659,652,0,0,652,487,0,10,477,715,13,202,500,869,297,475,97,820,628,192,0,57,59,17.82,0,0,17.82,13.31,0,0.27,13.04,19.54,0.36,5.52,13.66,23.75,8.12,12.98,2.65,22.41,17.16,5.25,0,1.56,1.61
"78778756","86000US78756","78756 ZCTA5","78756 ZCTA5","us","860","00","ACSSF","0037902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78756",,,,,,,,,,,,,8908,7482,338,0,564,66,239,219,83.99,3.79,0,6.33,0.74,2.68,2.46,2456,173,897,653,306,156,64,95,65,47,7.04,36.52,26.59,12.46,6.35,2.61,3.87,2.65,1.91,2456,70,311,393,1682,2.85,12.66,16,68.49,2456,86,140,120,105,101,377,345,561,252,272,97,3.5,5.7,4.89,4.28,4.11,15.35,14.05,22.84,10.26,11.07,3.95,46896,0.456,395600,2456,109,69,522,451,925,195,33,94,9,49,4.44,2.81,21.25,18.36,37.66,7.94,1.34,3.83,0.37,2,2456,421,0,0,421,478,0,73,405,336,0,282,54,561,157,369,35,591,453,103,35,20,49,17.14,0,0,17.14,19.46,0,2.97,16.49,13.68,0,11.48,2.2,22.84,6.39,15.02,1.43,24.06,18.44,4.19,1.43,0.81,2
"78778757","86000US78757","78757 ZCTA5","78757 ZCTA5","us","860","00","ACSSF","0037903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78757",,,,,,,,,,,,,23118,19373,372,26,792,0,2093,462,83.8,1.61,0.11,3.43,0,9.05,2,4306,268,1490,1045,513,353,296,197,59,85,6.22,34.6,24.27,11.91,8.2,6.87,4.58,1.37,1.97,4306,420,788,1110,1988,9.75,18.3,25.78,46.17,4306,134,234,518,373,230,535,668,1029,212,239,134,3.11,5.43,12.03,8.66,5.34,12.42,15.51,23.9,4.92,5.55,3.11,37337,0.447,302500,4306,133,72,890,952,1613,489,79,0,26,52,3.09,1.67,20.67,22.11,37.46,11.36,1.83,0,0.6,1.21,4306,1227,0,55,1172,765,0,79,686,655,29,316,310,1012,236,530,246,585,413,172,0,10,52,28.5,0,1.28,27.22,17.77,0,1.83,15.93,15.21,0.67,7.34,7.2,23.5,5.48,12.31,5.71,13.59,9.59,3.99,0,0.23,1.21
"78778758","86000US78758","78758 ZCTA5","78758 ZCTA5","us","860","00","ACSSF","0037904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78758",,,,,,,,,,,,,46972,30134,4505,190,2952,0,7874,1317,64.15,9.59,0.4,6.28,0,16.76,2.8,13099,1366,4851,3223,1853,547,676,378,95,110,10.43,37.03,24.6,14.15,4.18,5.16,2.89,0.73,0.84,13099,2554,3233,3829,3483,19.5,24.68,29.23,26.59,13099,492,510,966,1055,1078,2010,2318,2088,1347,766,469,3.76,3.89,7.37,8.05,8.23,15.34,17.7,15.94,10.28,5.85,3.58,37215,0.4309,151200,13099,153,300,3115,3556,4419,1212,94,0,42,208,1.17,2.29,23.78,27.15,33.74,9.25,0.72,0,0.32,1.59,13099,2832,0,77,2755,3041,79,378,2584,2284,278,1068,938,2033,754,986,293,2582,2092,469,21,119,208,21.62,0,0.59,21.03,23.22,0.6,2.89,19.73,17.44,2.12,8.15,7.16,15.52,5.76,7.53,2.24,19.71,15.97,3.58,0.16,0.91,1.59
"78778759","86000US78759","78759 ZCTA5","78759 ZCTA5","us","860","00","ACSSF","0037905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787","78759",,,,,,,,,,,,,40629,32430,1561,44,4490,0,618,1486,79.82,3.84,0.11,11.05,0,1.52,3.66,11056,822,4259,2099,1427,734,410,687,329,289,7.43,38.52,18.99,12.91,6.64,3.71,6.21,2.98,2.61,11056,244,1035,3271,6506,2.21,9.36,29.59,58.85,11056,332,301,399,258,546,1407,2176,2280,1270,1498,589,3,2.72,3.61,2.33,4.94,12.73,19.68,20.62,11.49,13.55,5.33,50743,0.4444,341200,11056,72,9,1204,3277,4437,1471,273,38,98,177,0.65,0.08,10.89,29.64,40.13,13.3,2.47,0.34,0.89,1.6,11056,1120,0,15,1105,1926,0,68,1858,2160,152,1175,833,2280,758,1156,366,3294,2760,470,64,99,177,10.13,0,0.14,9.99,17.42,0,0.62,16.81,19.54,1.37,10.63,7.53,20.62,6.86,10.46,3.31,29.79,24.96,4.25,0.58,0.9,1.6
