postal_code,customer_class,total_gallons,type,year,month
78701,Multi-Family,15995100,residential,2016,9
78702,Irrigation - Multi-Family,1479300,residential,2016,9
78702,Residential,26123300,residential,2016,9
78702,Multi-Family,12200800,residential,2016,9
78702,Irrigation - Residential,16600,residential,2016,9
78703,Multi-Family,14609900,residential,2016,9
78703,Irrigation - Multi-Family,1612700,residential,2016,9
78703,Residential,63112400,residential,2016,9
78703,Irrigation - Residential,1507200,residential,2016,9
78704,Residential,48974000,residential,2016,9
78704,Multi-Family,56718600,residential,2016,9
78704,Irrigation - Multi-Family,4830500,residential,2016,9
78704,Irrigation - Residential,261500,residential,2016,9
78705,Multi-Family,39915500,residential,2016,9
78705,Irrigation - Multi-Family,1169800,residential,2016,9
78705,Residential,10947800,residential,2016,9
78705,Irrigation - Residential,97700,residential,2016,9
78717,Multi-Family,13475600,residential,2016,9
78717,Irrigation - Multi-Family,7823200,residential,2016,9
78717,Irrigation - Residential,29000,residential,2016,9
78717,Residential,42177900,residential,2016,9
78719,Residential,1592400,residential,2016,9
78719,Multi-Family,415000,residential,2016,9
78721,Multi-Family,4649500,residential,2016,9
78721,Irrigation - Multi-Family,170700,residential,2016,9
78721,Residential,13751100,residential,2016,9
78721,Irrigation - Residential,5100,residential,2016,9
78722,Irrigation - Residential,3300,residential,2016,9
78722,Multi-Family,2987700,residential,2016,9
78722,Residential,9085200,residential,2016,9
78722,Irrigation - Multi-Family,181300,residential,2016,9
78723,Irrigation - Multi-Family,363300,residential,2016,9
78723,Multi-Family,24469400,residential,2016,9
78723,Residential,35847500,residential,2016,9
78724,Multi-Family,12560200,residential,2016,9
78724,Irrigation - Residential,17800,residential,2016,9
78724,Irrigation - Multi-Family,230400,residential,2016,9
78724,Residential,21617500,residential,2016,9
78725,Irrigation - Residential,0,residential,2016,9
78725,Residential,3300400,residential,2016,9
78725,Multi-Family,167000,residential,2016,9
78726,Irrigation - Residential,81200,residential,2016,9
78726,Irrigation - Multi-Family,4585900,residential,2016,9
78726,Multi-Family,14129900,residential,2016,9
78726,Residential,23215600,residential,2016,9
78727,Irrigation - Residential,33100,residential,2016,9
78727,Irrigation - Multi-Family,7229200,residential,2016,9
78727,Residential,42663400,residential,2016,9
78727,Multi-Family,22064000,residential,2016,9
78728,Multi-Family,6850700,residential,2016,9
78728,Residential,6000200,residential,2016,9
78728,Irrigation - Residential,5400,residential,2016,9
78728,Irrigation - Multi-Family,1798400,residential,2016,9
78729,Residential,24575300,residential,2016,9
78729,Multi-Family,23354400,residential,2016,9
78729,Irrigation - Multi-Family,4292400,residential,2016,9
78729,Irrigation - Residential,5100,residential,2016,9
78730,Irrigation - Multi-Family,1324800,residential,2016,9
78730,Irrigation - Residential,270900,residential,2016,9
78730,Multi-Family,5403400,residential,2016,9
78730,Residential,30886400,residential,2016,9
78731,Residential,69861100,residential,2016,9
78731,Irrigation - Multi-Family,1190300,residential,2016,9
78731,Multi-Family,20749300,residential,2016,9
78731,Irrigation - Residential,686300,residential,2016,9
78735,Residential,21102700,residential,2016,9
78735,Irrigation - Multi-Family,4744700,residential,2016,9
78735,Multi-Family,9873400,residential,2016,9
78736,Multi-Family,2905600,residential,2016,9
78736,Irrigation - Residential,19900,residential,2016,9
78736,Irrigation - Multi-Family,916500,residential,2016,9
78736,Residential,13876900,residential,2016,9
78737,Residential,8187200,residential,2016,9
78737,Irrigation - Residential,16500,residential,2016,9
78738,Residential,100,residential,2016,9
78739,Irrigation - Multi-Family,13800,residential,2016,9
78739,Residential,52989300,residential,2016,9
78741,Residential,19805200,residential,2016,9
78741,Multi-Family,82453700,residential,2016,9
78741,Irrigation - Multi-Family,3175500,residential,2016,9
78741,Irrigation - Residential,27600,residential,2016,9
78742,Irrigation - Multi-Family,116800,residential,2016,9
78742,Residential,718000,residential,2016,9
78742,Multi-Family,221700,residential,2016,9
78744,Irrigation - Multi-Family,3735200,residential,2016,9
78744,Multi-Family,34159500,residential,2016,9
78744,Irrigation - Residential,73100,residential,2016,9
78744,Residential,50885900,residential,2016,9
78745,Residential,73410400,residential,2016,9
78745,Irrigation - Multi-Family,5146800,residential,2016,9
78745,Irrigation - Residential,71800,residential,2016,9
78745,Multi-Family,36307900,residential,2016,9
78746,Multi-Family,14712400,residential,2016,9
78746,Irrigation - Multi-Family,1241000,residential,2016,9
78746,Irrigation - Residential,481000,residential,2016,9
78746,Residential,47702700,residential,2016,9
78747,Multi-Family,7531900,residential,2016,9
78747,Residential,26801900,residential,2016,9
78747,Irrigation - Residential,2100,residential,2016,9
78747,Irrigation - Multi-Family,1028200,residential,2016,9
78748,Residential,71123000,residential,2016,9
78748,Multi-Family,23634200,residential,2016,9
78748,Irrigation - Residential,19600,residential,2016,9
78748,Irrigation - Multi-Family,9666500,residential,2016,9
78749,Multi-Family,16756800,residential,2016,9
78749,Irrigation - Residential,46800,residential,2016,9
78749,Irrigation - Multi-Family,5810800,residential,2016,9
78749,Residential,63994500,residential,2016,9
78750,Irrigation - Multi-Family,2269900,residential,2016,9
78750,Residential,60554000,residential,2016,9
78750,Irrigation - Residential,27400,residential,2016,9
78750,Multi-Family,15338800,residential,2016,9
78751,Residential,16876600,residential,2016,9
78751,Irrigation - Multi-Family,1223800,residential,2016,9
78751,Irrigation - Residential,91700,residential,2016,9
78751,Multi-Family,14074500,residential,2016,9
78752,Residential,12942400,residential,2016,9
78752,Multi-Family,20185700,residential,2016,9
78752,Irrigation - Multi-Family,174100,residential,2016,9
78753,Irrigation - Residential,2000,residential,2016,9
78753,Multi-Family,63744600,residential,2016,9
78753,Residential,41568800,residential,2016,9
78753,Irrigation - Multi-Family,5092200,residential,2016,9
78754,Irrigation - Residential,32300,residential,2016,9
78754,Irrigation - Multi-Family,4923600,residential,2016,9
78754,Residential,23299900,residential,2016,9
78754,Multi-Family,18862400,residential,2016,9
78756,Irrigation - Multi-Family,278400,residential,2016,9
78756,Irrigation - Residential,75800,residential,2016,9
78756,Residential,12892300,residential,2016,9
78756,Multi-Family,5735800,residential,2016,9
78757,Irrigation - Residential,33000,residential,2016,9
78757,Irrigation - Multi-Family,488000,residential,2016,9
78757,Multi-Family,14208100,residential,2016,9
78757,Residential,35298600,residential,2016,9
78758,Irrigation - Residential,34000,residential,2016,9
78758,Multi-Family,50600100,residential,2016,9
78758,Residential,41277100,residential,2016,9
78758,Irrigation - Multi-Family,5759400,residential,2016,9
78759,Irrigation - Residential,148900,residential,2016,9
78759,Residential,76309000,residential,2016,9
78759,Multi-Family,40522600,residential,2016,9
78759,Irrigation - Multi-Family,2090500,residential,2016,9
78613,Irrigation - Multi-Family,1591400,residential,2016,10
78613,Multi-Family,2791100,residential,2016,10
78617,Multi-Family,4584200,residential,2016,10
78617,Irrigation - Multi-Family,3700,residential,2016,10
78617,Residential,18547800,residential,2016,10
78617,Irrigation - Residential,5500,residential,2016,10
78652,Multi-Family,43100,residential,2016,10
78652,Residential,3561400,residential,2016,10
78652,Irrigation - Residential,83200,residential,2016,10
78653,Residential,1618900,residential,2016,10
78653,Multi-Family,182400,residential,2016,10
78653,Irrigation - Residential,0,residential,2016,10
78660,Irrigation - Residential,21000,residential,2016,10
78660,Multi-Family,1151300,residential,2016,10
78660,Residential,7832700,residential,2016,10
78660,Irrigation - Multi-Family,1082900,residential,2016,10
78701,Irrigation - Multi-Family,1057700,residential,2016,10
78701,Irrigation - Residential,36000,residential,2016,10
78701,Residential,1025400,residential,2016,10
78701,Multi-Family,15238800,residential,2016,10
78702,Multi-Family,12199700,residential,2016,10
78702,Irrigation - Residential,27400,residential,2016,10
78702,Irrigation - Multi-Family,1351100,residential,2016,10
78702,Residential,25659800,residential,2016,10
78703,Residential,62798500,residential,2016,10
78703,Irrigation - Multi-Family,1240100,residential,2016,10
78703,Irrigation - Residential,1410100,residential,2016,10
78703,Multi-Family,13944000,residential,2016,10
78704,Residential,48819600,residential,2016,10
78704,Irrigation - Multi-Family,4172000,residential,2016,10
78704,Irrigation - Residential,255600,residential,2016,10
78704,Multi-Family,54835800,residential,2016,10
78705,Irrigation - Multi-Family,966400,residential,2016,10
78705,Residential,10931300,residential,2016,10
78705,Irrigation - Residential,89100,residential,2016,10
78705,Multi-Family,42026700,residential,2016,10
78717,Irrigation - Residential,47100,residential,2016,10
78717,Residential,42198300,residential,2016,10
78717,Multi-Family,12867000,residential,2016,10
78717,Irrigation - Multi-Family,6716000,residential,2016,10
78719,Residential,1407200,residential,2016,10
78719,Multi-Family,392400,residential,2016,10
78721,Irrigation - Residential,3800,residential,2016,10
78721,Irrigation - Multi-Family,159600,residential,2016,10
78721,Residential,13230800,residential,2016,10
78721,Multi-Family,4862400,residential,2016,10
78722,Residential,9363900,residential,2016,10
78722,Irrigation - Multi-Family,149700,residential,2016,10
78722,Multi-Family,2922900,residential,2016,10
78722,Irrigation - Residential,23700,residential,2016,10
78723,Irrigation - Multi-Family,341700,residential,2016,10
78723,Irrigation - Residential,100,residential,2016,10
78723,Multi-Family,22095500,residential,2016,10
78723,Residential,34767100,residential,2016,10
78724,Residential,19384400,residential,2016,10
78724,Irrigation - Multi-Family,23100,residential,2016,10
78724,Irrigation - Residential,21100,residential,2016,10
78724,Multi-Family,11559900,residential,2016,10
78725,Residential,2948400,residential,2016,10
78725,Multi-Family,145700,residential,2016,10
78725,Irrigation - Residential,0,residential,2016,10
78726,Irrigation - Residential,50400,residential,2016,10
78726,Residential,23407400,residential,2016,10
78726,Irrigation - Multi-Family,3938700,residential,2016,10
78726,Multi-Family,12443600,residential,2016,10
78727,Irrigation - Residential,6400,residential,2016,10
78727,Residential,40765300,residential,2016,10
78727,Irrigation - Multi-Family,7642100,residential,2016,10
78727,Multi-Family,20272400,residential,2016,10
78728,Irrigation - Residential,7000,residential,2016,10
78728,Multi-Family,8060500,residential,2016,10
78728,Irrigation - Multi-Family,2102700,residential,2016,10
78728,Residential,5640700,residential,2016,10
78729,Irrigation - Residential,6300,residential,2016,10
78729,Irrigation - Multi-Family,4751200,residential,2016,10
78729,Multi-Family,22310900,residential,2016,10
78729,Residential,25383400,residential,2016,10
78730,Residential,32648200,residential,2016,10
78730,Irrigation - Multi-Family,1390200,residential,2016,10
78730,Multi-Family,5269900,residential,2016,10
78730,Irrigation - Residential,205900,residential,2016,10
78731,Irrigation - Multi-Family,1243400,residential,2016,10
78731,Multi-Family,18560100,residential,2016,10
78731,Irrigation - Residential,777500,residential,2016,10
78731,Residential,74062200,residential,2016,10
78735,Irrigation - Multi-Family,3345800,residential,2016,10
78735,Multi-Family,9900600,residential,2016,10
78735,Residential,23964200,residential,2016,10
78736,Multi-Family,3659500,residential,2016,10
78736,Irrigation - Residential,20200,residential,2016,10
78736,Irrigation - Multi-Family,1151600,residential,2016,10
78736,Residential,14348100,residential,2016,10
78737,Residential,10064800,residential,2016,10
78737,Irrigation - Residential,12700,residential,2016,10
78738,Residential,6800,residential,2016,10
78739,Residential,51490000,residential,2016,10
78739,Irrigation - Multi-Family,41800,residential,2016,10
78741,Residential,17856700,residential,2016,10
78741,Multi-Family,76958700,residential,2016,10
78741,Irrigation - Residential,21000,residential,2016,10
78741,Irrigation - Multi-Family,3256600,residential,2016,10
