postal_code,customer_class,total_gallons,type,year,month
78705,City of Austin,126100,commercial,2014,10
78705,Commercial,31543300,commercial,2014,10
78705,Irrigation - City of Austin,141600,commercial,2014,10
78705,Irrigation - Commercial,2720800,commercial,2014,10
78705,Large Volume,6914000,commercial,2014,10
78710,Commercial,23700,commercial,2014,10
78710,Irrigation - Commercial,100,commercial,2014,10
78712,Commercial,10162400,commercial,2014,10
78712,Irrigation - Commercial,4289200,commercial,2014,10
78712,Irrigation - Large Volume,19659000,commercial,2014,10
78712,Large Volume,12862100,commercial,2014,10
78714,Commercial,503600,commercial,2014,10
78714,Irrigation - Commercial,0,commercial,2014,10
78717,City of Austin,6000,commercial,2014,10
78717,Commercial,5433800,commercial,2014,10
78717,Irrigation - City of Austin,16100,commercial,2014,10
78717,Irrigation - Commercial,5467800,commercial,2014,10
78719,Austin Water Utility,592100,commercial,2014,10
78719,City of Austin,3265400,commercial,2014,10
78719,Commercial,4575800,commercial,2014,10
78719,Irrigation - City of Austin,205300,commercial,2014,10
78719,Irrigation - Commercial,926400,commercial,2014,10
78719,Wholesale,1993000,commercial,2014,10
78721,Austin Water Utility,7200,commercial,2014,10
78721,City of Austin,149100,commercial,2014,10
78721,Commercial,7100000,commercial,2014,10
78721,Irrigation - City of Austin,21100,commercial,2014,10
78721,Irrigation - Commercial,718800,commercial,2014,10
78722,City of Austin,44200,commercial,2014,10
78722,Commercial,4891900,commercial,2014,10
78722,Irrigation - City of Austin,92300,commercial,2014,10
78722,Irrigation - Commercial,837700,commercial,2014,10
78723,Austin Water Utility,42600,commercial,2014,10
78723,City of Austin,3969900,commercial,2014,10
78723,Commercial,16290900,commercial,2014,10
78723,Irrigation - City of Austin,62900,commercial,2014,10
78723,Irrigation - Commercial,4067500,commercial,2014,10
78724,Austin Water Utility,14500,commercial,2014,10
78724,City of Austin,6295600,commercial,2014,10
78724,Commercial,4838800,commercial,2014,10
78724,Irrigation - City of Austin,0,commercial,2014,10
78724,Irrigation - Commercial,5640500,commercial,2014,10
78725,Austin Water Utility,151900,commercial,2014,10
78725,City of Austin,300400,commercial,2014,10
78725,Commercial,5127600,commercial,2014,10
78725,Irrigation - Commercial,294400,commercial,2014,10
78725,Large Volume,34574000,commercial,2014,10
78725,Wholesale,888600,commercial,2014,10
78726,Austin Water Utility,0,commercial,2014,10
78726,City of Austin,9000,commercial,2014,10
78726,Commercial,7205500,commercial,2014,10
78726,Irrigation - Commercial,4072000,commercial,2014,10
78727,City of Austin,33100,commercial,2014,10
78727,Commercial,19597300,commercial,2014,10
78727,Irrigation - City of Austin,7000,commercial,2014,10
78727,Irrigation - Commercial,10110200,commercial,2014,10
78728,Commercial,4267900,commercial,2014,10
78728,Irrigation - Commercial,4153400,commercial,2014,10
78728,Large Volume,10245000,commercial,2014,10
78728,Wholesale,41748500,commercial,2014,10
78729,City of Austin,10300,commercial,2014,10
78729,Commercial,13378900,commercial,2014,10
78729,Irrigation - City of Austin,0,commercial,2014,10
78729,Irrigation - Commercial,5412200,commercial,2014,10
78729,Wholesale,33790900,commercial,2014,10
78730,Commercial,3387300,commercial,2014,10
78730,Irrigation - Commercial,4418000,commercial,2014,10
78731,Austin Water Utility,0,commercial,2014,10
78731,City of Austin,249000,commercial,2014,10
78731,Commercial,15635700,commercial,2014,10
78731,Irrigation - City of Austin,12000,commercial,2014,10
78731,Irrigation - Commercial,4022500,commercial,2014,10
78732,Austin Water Utility,1410500,commercial,2014,10
78732,City of Austin,0,commercial,2014,10
78732,Commercial,142100,commercial,2014,10
78732,Irrigation - Commercial,0,commercial,2014,10
78735,Austin Water Utility,0,commercial,2014,10
78735,City of Austin,240000,commercial,2014,10
78735,Commercial,8549000,commercial,2014,10
78735,Irrigation - Commercial,3936100,commercial,2014,10
78735,Large Volume,24568000,commercial,2014,10
78735,Wholesale,438500,commercial,2014,10
78736,Commercial,1353300,commercial,2014,10
78736,Irrigation - Commercial,269600,commercial,2014,10
78737,Commercial,347000,commercial,2014,10
78737,Irrigation - Commercial,573200,commercial,2014,10
78737,Wholesale,452800,commercial,2014,10
78739,Austin Water Utility,125100,commercial,2014,10
78739,City of Austin,9000,commercial,2014,10
78739,Commercial,3615100,commercial,2014,10
78739,Irrigation - City of Austin,11100,commercial,2014,10
78739,Irrigation - Commercial,3524000,commercial,2014,10
78739,Wholesale,9724600,commercial,2014,10
78741,Austin Water Utility,0,commercial,2014,10
78741,City of Austin,519100,commercial,2014,10
78741,Commercial,19254100,commercial,2014,10
78741,Irrigation - City of Austin,804200,commercial,2014,10
78741,Irrigation - Commercial,4977200,commercial,2014,10
78741,Large Volume,32799000,commercial,2014,10
78742,Austin Water Utility,0,commercial,2014,10
78742,Commercial,451200,commercial,2014,10
78742,Irrigation - Commercial,52200,commercial,2014,10
78744,Austin Water Utility,396300,commercial,2014,10
78744,City of Austin,510100,commercial,2014,10
78744,Commercial,33085600,commercial,2014,10
78744,Irrigation - City of Austin,2439300,commercial,2014,10
78744,Irrigation - Commercial,9453100,commercial,2014,10
78745,City of Austin,383300,commercial,2014,10
78745,Commercial,27866500,commercial,2014,10
78745,Irrigation - City of Austin,123900,commercial,2014,10
78745,Irrigation - Commercial,5554700,commercial,2014,10
78745,Wholesale,12010800,commercial,2014,10
78746,City of Austin,1850200,commercial,2014,10
78746,Commercial,13551300,commercial,2014,10
78746,Irrigation - City of Austin,106200,commercial,2014,10
78746,Irrigation - Commercial,3938900,commercial,2014,10
78746,Wholesale,116589000,commercial,2014,10
78747,Austin Water Utility,0,commercial,2014,10
78747,Commercial,3295500,commercial,2014,10
78747,Irrigation - Commercial,3190400,commercial,2014,10
78747,Wholesale,5818000,commercial,2014,10
78748,City of Austin,33300,commercial,2014,10
78748,Commercial,13121900,commercial,2014,10
78748,Irrigation - City of Austin,37100,commercial,2014,10
78748,Irrigation - Commercial,6401600,commercial,2014,10
78748,Wholesale,468000,commercial,2014,10
78749,Austin Water Utility,3300,commercial,2014,10
78749,City of Austin,176700,commercial,2014,10
78749,Commercial,10437100,commercial,2014,10
78749,Irrigation - City of Austin,3000,commercial,2014,10
78749,Irrigation - Commercial,8982800,commercial,2014,10
78750,Austin Water Utility,629600,commercial,2014,10
78750,City of Austin,151000,commercial,2014,10
78750,Commercial,8616800,commercial,2014,10
78750,Irrigation - City of Austin,8300,commercial,2014,10
78750,Irrigation - Commercial,5553100,commercial,2014,10
78751,City of Austin,90400,commercial,2014,10
78751,Commercial,14082600,commercial,2014,10
78751,Irrigation - City of Austin,1900,commercial,2014,10
78751,Irrigation - Commercial,286000,commercial,2014,10
78752,City of Austin,885500,commercial,2014,10
78752,Commercial,25883200,commercial,2014,10
78752,Irrigation - City of Austin,0,commercial,2014,10
78752,Irrigation - Commercial,2772600,commercial,2014,10
78753,Austin Water Utility,500,commercial,2014,10
78753,City of Austin,484400,commercial,2014,10
78753,Commercial,35693300,commercial,2014,10
78753,Irrigation - City of Austin,481400,commercial,2014,10
78753,Irrigation - Commercial,11193100,commercial,2014,10
78754,Austin Water Utility,39900,commercial,2014,10
78754,City of Austin,337600,commercial,2014,10
78754,Commercial,14324900,commercial,2014,10
78754,Irrigation - City of Austin,0,commercial,2014,10
78754,Irrigation - Commercial,6802200,commercial,2014,10
78754,Large Volume,115874500,commercial,2014,10
78755,Commercial,34000,commercial,2014,10
78756,Austin Water Utility,33700,commercial,2014,10
78756,City of Austin,53100,commercial,2014,10
78756,Commercial,12723200,commercial,2014,10
78756,Irrigation - City of Austin,0,commercial,2014,10
78756,Irrigation - Commercial,588900,commercial,2014,10
78757,City of Austin,312800,commercial,2014,10
78757,Commercial,17490900,commercial,2014,10
78757,Irrigation - City of Austin,24200,commercial,2014,10
78757,Irrigation - Commercial,1141800,commercial,2014,10
78758,City of Austin,1677000,commercial,2014,10
78758,Commercial,48091900,commercial,2014,10
78758,Irrigation - City of Austin,2269000,commercial,2014,10
78758,Irrigation - Commercial,12665500,commercial,2014,10
78759,Austin Water Utility,16900,commercial,2014,10
78759,City of Austin,103300,commercial,2014,10
78759,Commercial,42412800,commercial,2014,10
78759,Irrigation - City of Austin,500,commercial,2014,10
78759,Irrigation - Commercial,14459000,commercial,2014,10
78766,Commercial,6000,commercial,2014,10
78766,Irrigation - Commercial,0,commercial,2014,10
78613,Commercial,3773000,commercial,2014,11
78613,Irrigation - Commercial,4340800,commercial,2014,11
78617,Austin Water Utility,115600,commercial,2014,11
78617,City of Austin,5120500,commercial,2014,11
78617,Commercial,13786200,commercial,2014,11
78617,Irrigation - City of Austin,0,commercial,2014,11
78617,Irrigation - Commercial,1907200,commercial,2014,11
78640,Commercial,201800,commercial,2014,11
78652,Commercial,2318500,commercial,2014,11
78652,Irrigation - Commercial,73400,commercial,2014,11
78653,Commercial,1055600,commercial,2014,11
78653,Irrigation - Commercial,243000,commercial,2014,11
78653,Wholesale,0,commercial,2014,11
78660,Commercial,4550800,commercial,2014,11
78660,Irrigation - Commercial,2219400,commercial,2014,11
78660,Wholesale,24824400,commercial,2014,11
78681,City of Austin,4500,commercial,2014,11
78681,Commercial,180300,commercial,2014,11
78681,Irrigation - City of Austin,133000,commercial,2014,11
78701,Austin Water Utility,157000,commercial,2014,11
78701,City of Austin,7217300,commercial,2014,11
78701,Commercial,72082500,commercial,2014,11
78701,Irrigation - City of Austin,651200,commercial,2014,11
78701,Irrigation - Commercial,3284200,commercial,2014,11
78701,Large Volume,1357000,commercial,2014,11
78702,Austin Water Utility,0,commercial,2014,11
78702,City of Austin,4633900,commercial,2014,11
78702,Commercial,25373700,commercial,2014,11
78702,Irrigation - City of Austin,786700,commercial,2014,11
78702,Irrigation - Commercial,1859900,commercial,2014,11
78703,Austin Water Utility,13000,commercial,2014,11
78703,City of Austin,1936300,commercial,2014,11
78703,Commercial,20125500,commercial,2014,11
78703,Irrigation - City of Austin,252700,commercial,2014,11
78703,Irrigation - Commercial,2250000,commercial,2014,11
78704,Austin Water Utility,17300,commercial,2014,11
78704,City of Austin,1925900,commercial,2014,11
78704,Commercial,37058300,commercial,2014,11
78704,Irrigation - City of Austin,659400,commercial,2014,11
78704,Irrigation - Commercial,5438100,commercial,2014,11
78705,City of Austin,199700,commercial,2014,11
78705,Commercial,31212500,commercial,2014,11
78705,Irrigation - City of Austin,163500,commercial,2014,11
78705,Irrigation - Commercial,2673200,commercial,2014,11
78705,Large Volume,7037000,commercial,2014,11
78710,Commercial,25700,commercial,2014,11
78710,Irrigation - Commercial,0,commercial,2014,11
78712,Commercial,7967800,commercial,2014,11
78712,Irrigation - Commercial,2597300,commercial,2014,11
78712,Irrigation - Large Volume,19956000,commercial,2014,11
78712,Large Volume,15106600,commercial,2014,11
78714,Commercial,372000,commercial,2014,11
78714,Irrigation - Commercial,0,commercial,2014,11
78717,City of Austin,6300,commercial,2014,11
78717,Commercial,5283600,commercial,2014,11
78717,Irrigation - City of Austin,0,commercial,2014,11
78717,Irrigation - Commercial,6991100,commercial,2014,11
78719,Austin Water Utility,629500,commercial,2014,11
78719,City of Austin,3196200,commercial,2014,11
78719,Commercial,6716100,commercial,2014,11
78719,Irrigation - City of Austin,34400,commercial,2014,11
78719,Irrigation - Commercial,1254200,commercial,2014,11
78719,Wholesale,1825800,commercial,2014,11
78721,Austin Water Utility,8100,commercial,2014,11
78721,City of Austin,180300,commercial,2014,11
78721,Commercial,7226700,commercial,2014,11
78721,Irrigation - City of Austin,25600,commercial,2014,11
78721,Irrigation - Commercial,902300,commercial,2014,11
78722,City of Austin,25700,commercial,2014,11
78722,Commercial,5405800,commercial,2014,11
78722,Irrigation - City of Austin,15600,commercial,2014,11
78722,Irrigation - Commercial,769000,commercial,2014,11
78723,Austin Water Utility,45600,commercial,2014,11
78723,City of Austin,3120000,commercial,2014,11
78723,Commercial,17572200,commercial,2014,11
78723,Irrigation - City of Austin,197200,commercial,2014,11
78723,Irrigation - Commercial,4211000,commercial,2014,11
78724,Austin Water Utility,32200,commercial,2014,11
78724,City of Austin,6553300,commercial,2014,11
78724,Commercial,5858700,commercial,2014,11
78724,Irrigation - City of Austin,100,commercial,2014,11
78724,Irrigation - Commercial,4954200,commercial,2014,11
78725,Austin Water Utility,106000,commercial,2014,11
78725,City of Austin,314300,commercial,2014,11
78725,Commercial,5104500,commercial,2014,11
78725,Irrigation - Commercial,294900,commercial,2014,11
78725,Large Volume,36889000,commercial,2014,11
78725,Wholesale,893000,commercial,2014,11
78726,Austin Water Utility,0,commercial,2014,11
78726,City of Austin,12000,commercial,2014,11
78726,Commercial,8402500,commercial,2014,11
78726,Irrigation - Commercial,3917800,commercial,2014,11
78727,City of Austin,35100,commercial,2014,11
78727,Commercial,20216500,commercial,2014,11
78727,Irrigation - City of Austin,9400,commercial,2014,11
78727,Irrigation - Commercial,7852900,commercial,2014,11
78728,Commercial,19552600,commercial,2014,11
78728,Irrigation - Commercial,3085000,commercial,2014,11
78728,Wholesale,41097700,commercial,2014,11
78729,City of Austin,8800,commercial,2014,11
78729,Commercial,13025900,commercial,2014,11
78729,Irrigation - City of Austin,0,commercial,2014,11
78729,Irrigation - Commercial,5760500,commercial,2014,11
78729,Wholesale,34872500,commercial,2014,11
78730,Commercial,3162300,commercial,2014,11
78730,Irrigation - Commercial,4287500,commercial,2014,11
78731,Austin Water Utility,100,commercial,2014,11
78731,City of Austin,301900,commercial,2014,11
78731,Commercial,13889000,commercial,2014,11
78731,Irrigation - City of Austin,14100,commercial,2014,11
78731,Irrigation - Commercial,3274300,commercial,2014,11
78732,Austin Water Utility,7133400,commercial,2014,11
78732,City of Austin,0,commercial,2014,11
78732,Commercial,177700,commercial,2014,11
78732,Irrigation - Commercial,0,commercial,2014,11
78735,Austin Water Utility,0,commercial,2014,11
78735,City of Austin,279000,commercial,2014,11
78735,Commercial,9108300,commercial,2014,11
78735,Irrigation - Commercial,3793900,commercial,2014,11
78735,Large Volume,25860000,commercial,2014,11
78735,Wholesale,454700,commercial,2014,11
78736,Commercial,1470500,commercial,2014,11
78736,Irrigation - Commercial,207000,commercial,2014,11
78737,Commercial,366700,commercial,2014,11
78737,Irrigation - Commercial,282400,commercial,2014,11
78737,Wholesale,519500,commercial,2014,11
78739,Austin Water Utility,86600,commercial,2014,11
78739,City of Austin,9000,commercial,2014,11
78739,Commercial,3087900,commercial,2014,11
78739,Irrigation - City of Austin,200,commercial,2014,11
78739,Irrigation - Commercial,3131000,commercial,2014,11
78739,Wholesale,13680300,commercial,2014,11
78741,Austin Water Utility,100,commercial,2014,11
78741,City of Austin,532400,commercial,2014,11
78741,Commercial,18933100,commercial,2014,11
78741,Irrigation - City of Austin,787200,commercial,2014,11
78741,Irrigation - Commercial,3921200,commercial,2014,11
78741,Large Volume,32458000,commercial,2014,11
78742,Austin Water Utility,100,commercial,2014,11
78742,Commercial,513400,commercial,2014,11
78742,Irrigation - Commercial,60500,commercial,2014,11
78744,Austin Water Utility,370300,commercial,2014,11
78744,City of Austin,450900,commercial,2014,11
78744,Commercial,32210700,commercial,2014,11
78744,Irrigation - City of Austin,1181100,commercial,2014,11
78744,Irrigation - Commercial,8897100,commercial,2014,11
78745,City of Austin,393400,commercial,2014,11
78745,Commercial,29553800,commercial,2014,11
78745,Irrigation - City of Austin,100800,commercial,2014,11
78745,Irrigation - Commercial,5421000,commercial,2014,11
78745,Wholesale,10167400,commercial,2014,11
78746,City of Austin,1650400,commercial,2014,11
78746,Commercial,12755100,commercial,2014,11
78746,Irrigation - City of Austin,322600,commercial,2014,11
78746,Irrigation - Commercial,3473900,commercial,2014,11
78746,Wholesale,110847600,commercial,2014,11
78747,Austin Water Utility,0,commercial,2014,11
78747,Commercial,4571000,commercial,2014,11
78747,Irrigation - Commercial,4113700,commercial,2014,11
78747,Wholesale,5541600,commercial,2014,11
78748,City of Austin,36900,commercial,2014,11
78748,Commercial,13444200,commercial,2014,11
78748,Irrigation - City of Austin,42000,commercial,2014,11
78748,Irrigation - Commercial,5675200,commercial,2014,11
78748,Wholesale,573000,commercial,2014,11
78749,Austin Water Utility,100,commercial,2014,11
78749,City of Austin,180700,commercial,2014,11
78749,Commercial,11228600,commercial,2014,11
78749,Irrigation - City of Austin,3400,commercial,2014,11
78749,Irrigation - Commercial,8140300,commercial,2014,11
78750,Austin Water Utility,847200,commercial,2014,11
78750,City of Austin,232400,commercial,2014,11
78750,Commercial,9465700,commercial,2014,11
78750,Irrigation - City of Austin,6000,commercial,2014,11
78750,Irrigation - Commercial,4608200,commercial,2014,11
78751,City of Austin,98100,commercial,2014,11
78751,Commercial,13664900,commercial,2014,11
78751,Irrigation - City of Austin,2100,commercial,2014,11
78751,Irrigation - Commercial,289200,commercial,2014,11
78752,City of Austin,464800,commercial,2014,11
78752,Commercial,25479800,commercial,2014,11
78752,Irrigation - City of Austin,0,commercial,2014,11
78752,Irrigation - Commercial,2412700,commercial,2014,11
78753,Austin Water Utility,300,commercial,2014,11
78753,City of Austin,70200,commercial,2014,11
78753,Commercial,35439800,commercial,2014,11
78753,Irrigation - City of Austin,457500,commercial,2014,11
78753,Irrigation - Commercial,10447100,commercial,2014,11
78754,Austin Water Utility,109600,commercial,2014,11
78754,City of Austin,384800,commercial,2014,11
78754,Commercial,13891800,commercial,2014,11
78754,Irrigation - City of Austin,7500,commercial,2014,11
78754,Irrigation - Commercial,5666500,commercial,2014,11
78754,Large Volume,118483000,commercial,2014,11
78755,Commercial,30000,commercial,2014,11
78756,Austin Water Utility,22600,commercial,2014,11
78756,City of Austin,58100,commercial,2014,11
78756,Commercial,10734700,commercial,2014,11
78756,Irrigation - City of Austin,0,commercial,2014,11
78756,Irrigation - Commercial,692900,commercial,2014,11
78757,City of Austin,376700,commercial,2014,11
78757,Commercial,17132600,commercial,2014,11
78757,Irrigation - City of Austin,27700,commercial,2014,11
78757,Irrigation - Commercial,1057000,commercial,2014,11
78758,City of Austin,1201000,commercial,2014,11
78758,Commercial,44449700,commercial,2014,11
78758,Irrigation - City of Austin,1533200,commercial,2014,11
78758,Irrigation - Commercial,10052800,commercial,2014,11
78759,Austin Water Utility,19100,commercial,2014,11
78759,City of Austin,25100,commercial,2014,11
78759,Commercial,38355200,commercial,2014,11
78759,Irrigation - City of Austin,400,commercial,2014,11
78759,Irrigation - Commercial,11765800,commercial,2014,11
78766,Commercial,6000,commercial,2014,11
78766,Irrigation - Commercial,0,commercial,2014,11
78613,Commercial,4077800,commercial,2014,12
78613,Irrigation - Commercial,1095000,commercial,2014,12
78617,Austin Water Utility,126200,commercial,2014,12
78617,City of Austin,3348800,commercial,2014,12
78617,Commercial,11459200,commercial,2014,12
78617,Irrigation - City of Austin,0,commercial,2014,12
78617,Irrigation - Commercial,827000,commercial,2014,12
78640,Commercial,234300,commercial,2014,12
78652,Commercial,664200,commercial,2014,12
78652,Irrigation - Commercial,89700,commercial,2014,12
78653,Commercial,443900,commercial,2014,12
78653,Irrigation - Commercial,102400,commercial,2014,12
78653,Wholesale,0,commercial,2014,12
78660,Commercial,4030400,commercial,2014,12
78660,Irrigation - Commercial,1491800,commercial,2014,12
78660,Wholesale,19801300,commercial,2014,12
78681,City of Austin,1900,commercial,2014,12
78681,Commercial,55500,commercial,2014,12
78681,Irrigation - City of Austin,5000,commercial,2014,12
78701,Austin Water Utility,98000,commercial,2014,12
78701,City of Austin,4207600,commercial,2014,12
78701,Commercial,62402300,commercial,2014,12
78701,Irrigation - City of Austin,356500,commercial,2014,12
78701,Irrigation - Commercial,1732300,commercial,2014,12
78701,Large Volume,1014000,commercial,2014,12
78702,Austin Water Utility,13000,commercial,2014,12
78702,City of Austin,4067300,commercial,2014,12
78702,Commercial,23082600,commercial,2014,12
78702,Irrigation - City of Austin,353800,commercial,2014,12
78702,Irrigation - Commercial,1047500,commercial,2014,12
78703,Austin Water Utility,11300,commercial,2014,12
78703,City of Austin,1418100,commercial,2014,12
78703,Commercial,14241400,commercial,2014,12
78703,Irrigation - City of Austin,128100,commercial,2014,12
78703,Irrigation - Commercial,1101900,commercial,2014,12
78704,Austin Water Utility,8700,commercial,2014,12
78704,City of Austin,1069100,commercial,2014,12
78704,Commercial,31901500,commercial,2014,12
78704,Irrigation - City of Austin,340900,commercial,2014,12
78704,Irrigation - Commercial,2795900,commercial,2014,12
78705,City of Austin,74200,commercial,2014,12
78705,Commercial,25950100,commercial,2014,12
78705,Irrigation - City of Austin,162200,commercial,2014,12
78705,Irrigation - Commercial,1408800,commercial,2014,12
78705,Large Volume,5685000,commercial,2014,12
78710,Commercial,37400,commercial,2014,12
78710,Irrigation - Commercial,0,commercial,2014,12
78712,Commercial,5701700,commercial,2014,12
78712,Irrigation - Commercial,540500,commercial,2014,12
78712,Irrigation - Large Volume,11266000,commercial,2014,12
78712,Large Volume,10253000,commercial,2014,12
78714,Commercial,275900,commercial,2014,12
78714,Irrigation - Commercial,0,commercial,2014,12
78717,City of Austin,5500,commercial,2014,12
78717,Commercial,4449500,commercial,2014,12
78717,Irrigation - City of Austin,0,commercial,2014,12
78717,Irrigation - Commercial,3201900,commercial,2014,12
78719,Austin Water Utility,590700,commercial,2014,12
78719,City of Austin,3330300,commercial,2014,12
78719,Commercial,3805200,commercial,2014,12
78719,Irrigation - City of Austin,21000,commercial,2014,12
78719,Irrigation - Commercial,604500,commercial,2014,12
78719,Wholesale,1279600,commercial,2014,12
78721,Austin Water Utility,6000,commercial,2014,12
78721,City of Austin,143500,commercial,2014,12
78721,Commercial,7068100,commercial,2014,12
78721,Irrigation - City of Austin,15900,commercial,2014,12
78721,Irrigation - Commercial,194600,commercial,2014,12
78722,City of Austin,23800,commercial,2014,12
78722,Commercial,4511600,commercial,2014,12
78722,Irrigation - City of Austin,0,commercial,2014,12
78722,Irrigation - Commercial,371000,commercial,2014,12
78723,Austin Water Utility,49000,commercial,2014,12
78723,City of Austin,1672000,commercial,2014,12
78723,Commercial,14952000,commercial,2014,12
78723,Irrigation - City of Austin,86900,commercial,2014,12
78723,Irrigation - Commercial,3221300,commercial,2014,12
78724,Austin Water Utility,22200,commercial,2014,12
78724,City of Austin,4532600,commercial,2014,12
78724,Commercial,4517000,commercial,2014,12
78724,Irrigation - City of Austin,0,commercial,2014,12
78724,Irrigation - Commercial,3145800,commercial,2014,12
78725,Austin Water Utility,134500,commercial,2014,12
78725,City of Austin,327700,commercial,2014,12
78725,Commercial,4137000,commercial,2014,12
78725,Irrigation - Commercial,109000,commercial,2014,12
78725,Large Volume,37041000,commercial,2014,12
78725,Wholesale,670900,commercial,2014,12
78726,Austin Water Utility,0,commercial,2014,12
78726,City of Austin,8000,commercial,2014,12
78726,Commercial,5720300,commercial,2014,12
78726,Irrigation - Commercial,2952700,commercial,2014,12
78727,City of Austin,31300,commercial,2014,12
78727,Commercial,17623000,commercial,2014,12
78727,Irrigation - City of Austin,18800,commercial,2014,12
78727,Irrigation - Commercial,3930500,commercial,2014,12
78728,Commercial,17050600,commercial,2014,12
78728,Irrigation - Commercial,1790900,commercial,2014,12
78728,Wholesale,31324000,commercial,2014,12
78729,City of Austin,10000,commercial,2014,12
78729,Commercial,10648000,commercial,2014,12
78729,Irrigation - City of Austin,0,commercial,2014,12
78729,Irrigation - Commercial,3526500,commercial,2014,12
78729,Wholesale,25325800,commercial,2014,12
78730,Commercial,2765800,commercial,2014,12
78730,Irrigation - Commercial,2968800,commercial,2014,12
78731,Austin Water Utility,0,commercial,2014,12
78731,City of Austin,469300,commercial,2014,12
78731,Commercial,11317300,commercial,2014,12
78731,Irrigation - City of Austin,12900,commercial,2014,12
78731,Irrigation - Commercial,2151100,commercial,2014,12
78732,Austin Water Utility,41900,commercial,2014,12
78732,City of Austin,0,commercial,2014,12
78732,Commercial,98400,commercial,2014,12
78732,Irrigation - Commercial,0,commercial,2014,12
78735,Austin Water Utility,0,commercial,2014,12
78735,City of Austin,255000,commercial,2014,12
78735,Commercial,8041000,commercial,2014,12
78735,Irrigation - Commercial,1986800,commercial,2014,12
78735,Large Volume,23150000,commercial,2014,12
78735,Wholesale,373600,commercial,2014,12
78736,Commercial,1066000,commercial,2014,12
78736,Irrigation - Commercial,243800,commercial,2014,12
78737,Commercial,225200,commercial,2014,12
78737,Irrigation - Commercial,164400,commercial,2014,12
78737,Wholesale,428800,commercial,2014,12
78739,Austin Water Utility,0,commercial,2014,12
78739,City of Austin,10000,commercial,2014,12
78739,Commercial,2054000,commercial,2014,12
78739,Irrigation - City of Austin,200,commercial,2014,12
78739,Irrigation - Commercial,2072000,commercial,2014,12
78739,Wholesale,8052800,commercial,2014,12
78741,Austin Water Utility,0,commercial,2014,12
78741,City of Austin,379100,commercial,2014,12
78741,Commercial,15797800,commercial,2014,12
78741,Irrigation - City of Austin,686000,commercial,2014,12
78741,Irrigation - Commercial,2355700,commercial,2014,12
78741,Large Volume,25467000,commercial,2014,12
78742,Austin Water Utility,0,commercial,2014,12
78742,Commercial,463900,commercial,2014,12
78742,Irrigation - Commercial,57700,commercial,2014,12
78744,Austin Water Utility,226600,commercial,2014,12
78744,City of Austin,352900,commercial,2014,12
78744,Commercial,26007500,commercial,2014,12
78744,Irrigation - City of Austin,865800,commercial,2014,12
78744,Irrigation - Commercial,5512300,commercial,2014,12
78745,City of Austin,259800,commercial,2014,12
78745,Commercial,26207800,commercial,2014,12
78745,Irrigation - City of Austin,77500,commercial,2014,12
78745,Irrigation - Commercial,3231200,commercial,2014,12
78745,Wholesale,6370800,commercial,2014,12
78746,Austin Water Utility,0,commercial,2014,12
78746,City of Austin,898300,commercial,2014,12
78746,Commercial,9664300,commercial,2014,12
78746,Irrigation - City of Austin,32000,commercial,2014,12
78746,Irrigation - Commercial,1818200,commercial,2014,12
78746,Wholesale,62785200,commercial,2014,12
78747,Austin Water Utility,0,commercial,2014,12
78747,Commercial,2046900,commercial,2014,12
78747,Irrigation - Commercial,1878800,commercial,2014,12
78747,Wholesale,4823300,commercial,2014,12
78748,City of Austin,31100,commercial,2014,12
78748,Commercial,11900300,commercial,2014,12
78748,Irrigation - City of Austin,37400,commercial,2014,12
78748,Irrigation - Commercial,3655500,commercial,2014,12
78748,Wholesale,466300,commercial,2014,12
78749,Austin Water Utility,0,commercial,2014,12
78749,City of Austin,144600,commercial,2014,12
78749,Commercial,9641500,commercial,2014,12
78749,Irrigation - City of Austin,5300,commercial,2014,12
78749,Irrigation - Commercial,5517100,commercial,2014,12
78750,Austin Water Utility,686200,commercial,2014,12
78750,City of Austin,237900,commercial,2014,12
78750,Commercial,8152600,commercial,2014,12
78750,Irrigation - City of Austin,4600,commercial,2014,12
78750,Irrigation - Commercial,2699200,commercial,2014,12
78751,City of Austin,66900,commercial,2014,12
78751,Commercial,12264000,commercial,2014,12
78751,Irrigation - City of Austin,400,commercial,2014,12
78751,Irrigation - Commercial,180100,commercial,2014,12
78752,City of Austin,79100,commercial,2014,12
78752,Commercial,20803200,commercial,2014,12
78752,Irrigation - City of Austin,0,commercial,2014,12
78752,Irrigation - Commercial,1226500,commercial,2014,12
78753,Austin Water Utility,300,commercial,2014,12
78753,City of Austin,54800,commercial,2014,12
78753,Commercial,31502100,commercial,2014,12
78753,Irrigation - City of Austin,383500,commercial,2014,12
78753,Irrigation - Commercial,9689900,commercial,2014,12
78754,Austin Water Utility,25200,commercial,2014,12
78754,City of Austin,373100,commercial,2014,12
78754,Commercial,10626800,commercial,2014,12
78754,Irrigation - City of Austin,13000,commercial,2014,12
78754,Irrigation - Commercial,1885800,commercial,2014,12
78754,Large Volume,109606900,commercial,2014,12
78755,Commercial,29100,commercial,2014,12
78756,Austin Water Utility,21300,commercial,2014,12
78756,City of Austin,24600,commercial,2014,12
78756,Commercial,9609000,commercial,2014,12
78756,Irrigation - City of Austin,0,commercial,2014,12
78756,Irrigation - Commercial,397800,commercial,2014,12
78757,City of Austin,123500,commercial,2014,12
78757,Commercial,14712200,commercial,2014,12
