zip_code,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31
78726,287838,286593,284431,281639,278657,277916,277874,278900,279194,279531,280267,281477,282432,283319,285718,287531,290358,290667,290459,288928,288492,288822,289908,291315,293250,294698,295620,296185,296508,296898,297378,298045,299338,300168,299050,296982,295150,294746,294992,296718,298276,299512,300519,302140,303681,304713,306946,308962,310702,311542,312611,312574,312010,311490,311160,311358,311632,312606,314196,316521,318851,320180,320338,320100,320210,320869,322025,322232,321699,320610,318049,315336,312603,311412,310839,310867,310649,309661,307783,306724,306257,306238,306887,306664,306679,305798,306002,305575,305500,305394,305471,304384,303196,302664,303210,305060,306920,309196,309831,310699,310751,311470,312562,314968,317509,319050,319395,319020,318508,317914,318877,320536,323400,325618,327645,328906,330011,331349,332982,334745,336805,339439,341160,341665,341098,341535,341902,343015,343760,345374,346962,348543,350030,350456,351004,352891,356029,359158,362548,365272,368360,369875,372075,374184,376067,377666,378676,378969,377899,376096,374424,373632,373408,373332,370570,367507,364821,363181,361549,359044,357213,355730,354595,352526,350039,348081,348721,349268,348780,348114,347721,347872,348295,348440,348082,346620,344933,344212,343531,343407,343049,342052,341627,341860,342026,341840,341564,343522,346022,347539,347853,347544,348914,350999,352871,354170,355002,356633,358598,360587,361919,362954,363384,366066,368520,372047,375435,379646,383566,386402,389461,391249,393965,397155,403095,407036,410935,413239,416544,419661,424740,431154,436229,440445,443632,446876,448594,450091,451468,453734,454601,454980,453566,452489,452835,455835,458653,460658,461540,463577,466029,467727,469373,470447,472191,473403,474909,474674,474954,476341,479233,481448,481803,482281,483626,486404,488435,489417,489101,488257,488786,488548,489318,488978,489699,489766,490136,489807,490342,491384,492425,494108,493677,495764,495502,497795,499529,503605,504236,504386,504071,506453,509058,511632,514708,516143,518488,520361,524473,526963,530424,533519,538040,542367,547604,553653,561174,570035,580398,591395,602054,614504,629682
78645,177691,177313,177129,176480,175981,175691,175821,175958,175779,175675,175683,176083,176227,176661,177183,177968,178516,178557,177950,177671,177733,178195,178623,178789,179418,179553,179371,179471,179796,180582,181630,182457,183687,184407,184936,185251,185383,186235,187170,187822,188709,190001,191576,192876,194048,194823,196030,197013,198482,199399,200109,200552,200926,201246,201497,201530,201128,201344,201995,203296,203725,204005,204164,204760,204802,204667,204368,205012,205656,206468,206516,206197,206175,205958,206173,206163,206596,206973,206963,206440,206208,205638,204921,204271,203678,203604,203247,203006,202806,202264,202101,201543,201106,200783,201271,201575,202466,203718,205342,206423,207013,207867,208954,210673,212091,213689,214712,215843,216093,215749,215483,215849,216543,217389,218251,219009,220214,220590,220987,221000,221857,223122,224261,225652,227028,228774,229616,230408,230993,232628,234648,237253,239202,240909,241834,242434,243139,243617,244794,245728,246411,247070,248145,248926,249269,248417,248163,247613,247022,246014,245162,244699,244092,242591,239108,236273,234715,234992,234859,234315,233712,233169,232539,231506,230995,231021,232341,232799,231914,230357,229469,229103,228838,228302,227881,227057,225689,224523,223884,223686,223791,223515,222469,221556,220439,220328,219848,220753,221818,222700,222555,221922,221798,221978,223287,224747,226316,227274,228196,228820,229080,228554,227737,228031,228272,229405,230005,230954,231741,232151,232903,232903,233689,235369,238121,239887,241169,241366,241426,241459,242033,243143,243526,244192,244800,245811,246446,247322,249161,251325,253448,254400,255273,256349,258512,260974,263009,263791,264386,265731,267177,268327,269353,270989,272672,274202,275713,276950,278398,280711,283747,285861,286889,288543,291037,293708,295612,296561,297192,297233,297999,298741,299806,300456,301076,300892,301056,301048,301893,303753,305653,307863,308652,309713,309597,310571,311786,314047,313782,314036,314224,315951,316672,316613,317090,316882,316712,317051,318500,320272,321701,322715,324143,325137,327375,330675,334655,339627,345746,351659,357333,363192,371519
78732,339019,338683,338411,338505,339244,340531,342791,343169,343887,343623,345011,346011,346460,347844,348871,349943,349508,348216,345791,346539,348158,350857,350952,351033,351026,349944,350112,350282,351731,353152,353788,353587,351010,349521,348592,348642,349877,351799,353676,354122,354117,354838,356867,357938,359557,359678,360680,361568,362884,364351,365512,367184,367820,367554,366983,369391,372557,376452,378755,381050,382044,382496,382401,382875,383713,385052,386101,386121,385329,384481,384168,383364,382513,380610,379233,378180,377467,376871,375782,373965,373169,372711,373184,373210,373304,374654,375723,375910,375056,374261,373658,373257,371776,370474,368924,368327,368848,369963,371884,373815,376833,378877,381703,384127,387522,390058,392186,393920,395095,395857,396831,398213,399733,401484,403242,405447,407388,409616,411814,414448,416924,419282,420822,422109,423069,425497,427912,430565,432612,434396,436633,438937,441526,443736,445532,448163,450816,453088,454439,456187,458479,461233,463541,464268,463959,463042,462577,461126,458656,455105,452265,449233,446131,442683,437604,433702,431025,430039,428715,426310,424428,422933,421876,420597,419576,419031,420573,421522,420580,418496,416523,416196,416932,417577,417527,416512,415304,414281,412864,412060,412381,412410,412676,412948,412744,413069,413307,415369,416566,417644,418391,419334,420354,422156,424558,426387,427902,429379,431535,433004,435228,436443,436928,438216,440484,443954,446813,450907,454983,458302,461212,463256,465743,468781,474038,477944,481119,482453,484432,485936,487939,490208,491355,493163,494905,497406,498797,500093,501747,504301,505846,506804,507126,508382,510997,514496,517328,518886,519483,520860,522599,523467,524357,524744,525726,525987,526749,526363,526621,527968,530602,532313,531689,531552,532803,535342,536979,537609,537266,536343,536328,537012,538856,540439,542082,542791,543117,542533,543386,545778,548476,551816,552373,552927,550730,550975,553185,557851,559342,560690,561095,564069,566239,567954,569885,570921,572999,575433,580003,583782,587902,591257,596174,600591,606546,613646,622857,633842,646461,658949,670097,682387,698020
78669,220157,220276,221222,223565,226092,228145,229144,229360,229654,230090,231071,232279,233191,235269,236420,236651,236127,235494,235497,236592,238089,239677,240298,240174,240867,241018,242207,243064,244801,247661,251489,254484,256453,257687,259698,262652,264640,266084,266254,266370,265986,265984,267155,270296,273254,276143,277211,277294,277640,278913,281250,283349,286099,287710,287322,284437,282376,281431,282336,283027,283918,283639,283830,283710,282729,281752,281228,282423,283427,284238,284296,285579,286674,287952,286972,286398,286151,286602,286198,285119,284369,283689,283230,282101,280901,280221,280500,281385,282287,282906,285114,287139,288858,289892,290080,289880,290743,292860,296812,298273,298779,298917,298911,299168,298459,299446,301663,305171,307303,307657,306504,307536,310592,314765,318697,322737,327789,331320,334316,336137,337801,340274,342163,345127,346999,348272,349304,351195,354596,357055,359287,361381,365589,369534,373674,375114,375681,376673,378120,378061,376342,376550,377714,377988,375774,373081,371522,370534,370446,369903,370240,370884,369527,366825,361832,359721,358399,358302,356845,355569,354270,352981,350440,347770,346972,346768,348121,347661,346916,345298,344562,343683,343080,341502,340129,338597,337729,337429,337300,337279,336978,335915,333861,331627,329500,328760,328804,329177,328942,328073,327247,326601,327001,328332,330567,333976,336846,339017,339609,340576,340667,340055,338458,338239,337985,338530,339094,340449,341890,343702,345430,347111,349391,353009,356842,359295,360497,361109,361708,362251,363330,364260,365519,367209,369861,372451,375457,377665,382377,386891,391991,393580,394857,396326,399943,402319,403354,403056,403768,406089,407895,409020,409254,410926,412759,414484,415087,416466,418563,421616,423528,424726,424260,424782,425506,427949,429757,430925,431587,431429,432065,432259,433841,435359,437083,438457,440255,441330,443278,446454,449921,453611,454966,458227,460257,463877,467088,470836,472240,473010,473694,475361,476497,477723,479847,481492,481932,481470,482751,484446,486646,488405,490855,493692,497607,502269,508120,514413,523089,532833,542552,553039,565741
78756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249153,247016,245839,245442,247274,249374,251381,253075,257227,260456,265167,270784,277941,286643,294851,300458,303833,307508,311909,318499,320839,325016,326020,325841,323971,322472,323207,324009,323929,324072,323880,322084,321122,320531,321424,321980,322427,322664,323003,323739,324400,324182,324353,323537,322741,321507,321569,323061,322241,322643,322003,322018,322543,321831,320667,318518,317455,316599,315539,313222,311053,307102,303136,301344,299964,301255,302903,308335,313410,316561,318193,319963,325153,330718,336813,340363,343580,345184,346585,346092,345747,347344,348995,350347,348910,348041,347656,348280,349428,350149,350805,351504,351919,352053,352436,353706,355754,357207,358351,359200,360452,362119,363674,364475,365335,366590,368568,370881,372430,374732,376951,379253,381140,382447,383808,384028,384289,383533,382892,380894,380702,380882,380768,379357,375505,372969,371324,371748,371319,370919,370089,370126,369030,367586,366002,365555,367026,367879,367027,366177,365817,365618,365371,364694,363754,361249,359685,359012,358885,357814,357894,357059,357015,356531,356678,357316,358820,361762,364478,366328,368050,369390,371522,373613,375820,378277,380849,383806,386305,390241,393272,395614,395653,399376,402073,406777,410515,416761,422301,426908,430730,431511,432651,435416,441983,446151,451014,454302,459554,462358,465542,467896,470153,473978,479055,482964,484820,485943,486572,487519,487033,487300,488387,491189,496693,502989,507898,511310,513564,517645,523274,527968,531349,533473,535036,537060,538050,537342,537083,539073,543922,546607,546493,547068,550133,554773,558250,558942,557936,556449,557272,560186,563331,566630,568328,569283,569354,568678,569713,573390,578553,584887,586472,585986,583032,582768,585836,590772,592283,594111,595029,598286,600439,603295,607863,610907,613993,616094,620058,623544,630375,636905,644445,650112,657149,663984,672249,683310,696569,710377,722415,735201,748505
78721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125761,126773,127572,129896,131692,134018,136207,139212,142570,145176,148233,150928,154096,157405,161195,164478,167573,169275,170735,171452,172017,173591,174075,174380,174346,172795,171341,168633,168634,169026,169852,169238,168028,167225,167681,169287,169535,171241,171728,173652,173260,173721,174732,176416,177202,177161,174588,171548,169358,168949,169604,169408,169602,168262,166126,163114,161414,159803,160629,162516,165508,165623,164995,164148,164090,164839,166077,168246,170080,171167,171931,171458,170396,170099,170658,171568,172597,173681,174767,176268,177676,180305,181420,182661,183358,184563,185774,187197,188738,189827,190276,190270,189547,188860,188660,189913,190514,190563,189974,189777,189634,189108,189097,189069,190223,190791,190572,188890,187958,187314,185786,183370,180379,179181,177681,175457,172405,169976,169487,168887,167433,165599,165093,164590,164116,162422,161701,161742,162696,162814,161868,160108,160026,161173,162662,164183,164599,164695,164202,163786,163071,162691,162749,164167,164266,163354,161682,159686,158581,157324,156522,156029,155933,155973,156004,156385,157137,157600,157859,159421,162634,167033,170765,172756,173522,174634,176447,177799,179478,181493,184630,187719,189846,191638,193294,196466,200519,203983,206223,208919,212521,217611,221588,224352,226599,228962,232807,236730,240585,244853,249474,253602,255867,256641,258440,261348,264915,268789,271853,274474,275942,276561,277787,279975,283138,286487,289485,292381,294749,296511,296760,296906,298533,302820,307252,309188,310560,311802,313845,315350,316073,316847,318368,321637,325767,329072,330724,332340,332989,334157,333915,335559,338961,342792,346823,347833,347523,344909,345606,349197,356310,361240,364944,365491,366036,365822,366704,368727,370701,373251,372454,372805,371993,374155,376999,381094,384982,389611,393450,397870,403197,409911,418557,425426,432233,438368
78730,431424,429311,429055,430702,432963,435585,436494,439140,442900,446335,449117,451561,455142,460642,466526,469160,471575,472371,475414,477551,480659,484053,487036,489119,489261,490660,489666,488539,487201,488361,490580,490380,485868,481452,479518,480054,481292,481732,484038,485745,486097,486144,485831,485576,486124,488146,490486,492763,494310,495489,497340,500293,504136,506188,507060,509861,513726,517052,518131,520041,521698,523547,523457,523054,522181,522652,523651,523975,522937,522022,521471,520053,518567,516739,515522,514923,514313,513978,512603,510658,509139,507900,507843,507518,507285,507463,507448,505950,504334,502247,502572,503233,503858,503532,503316,503780,505199,506816,508949,512264,515485,518351,519322,519498,520383,522117,524550,526831,528328,529619,531763,533814,536491,539133,542695,547302,551400,554690,556091,557354,559366,561846,563223,564441,564739,567104,569228,572056,574548,577142,580256,582833,584998,585729,585461,585513,586484,586697,586499,586258,587779,589891,592763,593927,594180,594627,596724,598182,597815,596178,595942,594239,590170,584342,577155,573325,570974,570081,566619,562239,558957,556414,553623,551310,551094,552197,554753,554239,551250,546878,545571,545259,546043,545199,543581,540801,536683,533905,530137,528794,528096,527346,524965,522370,520216,520278,520738,522976,525071,525636,526489,526177,528061,530165,533585,536419,537972,539859,542462,545768,547239,547941,546968,549535,551826,556775,560981,567988,574907,580105,584123,585236,589261,593990,603389,609236,614764,616935,620335,622763,625856,628930,630169,633509,636900,642070,644017,645589,646169,648869,650655,652180,653761,657048,663317,670302,675440,677735,678880,682348,688360,692757,696036,697009,697824,697904,698153,697169,697154,699631,704178,706983,705504,704736,705617,708773,710417,711080,710694,709499,709958,711917,715697,718958,721120,722531,724015,724919,728070,732069,736577,740520,741230,739328,734633,733145,736694,742750,744603,745493,746182,750207,754191,757970,762158,764997,768552,772368,778372,782979,788479,793606,800176,806068,813139,822150,833523,848559,865771,883046,898100,915244,936326
78736,NA,195051,197040,197773,201267,204613,209098,211620,214238,217391,221153,224926,228289,230968,232967,236422,237335,238191,235646,237880,239678,240901,239067,236197,233958,232705,232657,232352,233727,234426,236791,235796,233887,230783,230619,232206,233492,234325,232562,230955,228548,227386,226810,225885,227024,228758,230540,230927,230988,230708,232398,233930,234750,235800,236797,239681,239541,238484,235819,234389,233832,234009,233767,233676,234721,235659,236106,235480,235449,236275,238033,240029,241612,242039,241687,240722,239015,237606,236469,235911,236050,236372,236797,236046,235206,234973,235464,236192,237328,237877,238743,238924,239143,238176,237268,236723,237075,237366,238375,239605,240896,241353,240940,240579,239899,240402,241495,243178,244085,244673,244989,245132,245301,246218,248155,250451,253147,255116,255723,255788,256334,257734,258143,258574,258794,259876,260710,261543,262573,263586,265975,267726,269321,269956,271108,272226,274165,275800,277037,277617,278272,279458,280157,281016,281044,280836,280803,281254,280412,279251,278377,278908,277776,276044,272306,269823,268431,268139,267581,266078,265360,264410,263413,261401,260507,260148,262093,263514,263962,263665,263145,263104,263222,263275,263454,262948,262773,262586,262350,261541,260648,259846,259371,258831,257765,257271,257091,258463,259432,260180,259900,259853,260944,262476,264329,266124,268185,270131,271371,272775,273892,274921,275231,277137,278873,281417,283439,286281,288870,291251,294037,295574,297347,299129,303551,306477,309432,310971,313637,316288,319617,322578,324437,326357,329034,332369,334283,335811,337313,339347,340799,340860,341011,341724,344914,348973,352444,354566,356041,358610,361567,364511,366571,369050,371195,373630,375570,376405,377314,379103,382619,385368,385968,386116,387042,389746,391694,392848,392230,392018,392636,393679,394860,395797,397350,398752,400451,401330,403277,406242,409328,412633,414051,416379,416686,418372,421144,425117,426530,426942,426797,428185,429362,430566,431953,432328,432598,432839,434668,436869,440193,443523,447868,451765,456834,462427,469438,477568,487774,498419,508199,518318,530159
78725,92211,93230,93768,94813,95412,96097,96709,97265,97519,97683,97784,97924,97918,97546,97475,97850,98666,99196,99415,99718,100202,100985,101688,102391,103264,103801,104208,104111,104275,104439,105110,105326,105783,105808,106024,105983,105956,106153,106069,106159,105974,106144,106468,107528,108570,109418,110024,110580,111042,111653,112552,113529,114344,114871,114965,115114,115137,115615,115893,116757,117484,118176,118455,118818,119372,120157,121014,121733,122264,122720,123228,123427,123792,123929,124256,124491,124717,124727,124543,124107,124164,124285,124661,124730,124396,123894,123454,123244,123466,123544,123574,123488,122901,122561,122367,122736,123640,124645,126138,127122,127701,128206,129251,130467,131541,131875,132013,131716,131237,131075,130890,130814,130345,129733,128907,128029,127837,127854,127133,126392,125667,125865,125219,124937,124732,125152,125321,125698,126123,126724,128039,129177,130569,130592,131161,131470,132335,133180,134009,134872,134918,135275,135707,136468,136629,136639,136585,136564,136271,135492,134901,134085,133750,132614,131045,129684,129257,129361,128996,128088,127169,126851,126884,126808,126703,127143,128728,130026,130289,129642,129299,129479,129907,129975,129350,128813,127348,126255,124284,122718,120739,119302,118473,118105,117874,116580,116111,115874,117387,118272,118595,118040,118161,119056,119712,120171,120471,121914,122293,122291,121601,121493,121635,122572,124191,126001,127344,128361,129033,130088,132048,134407,136450,137667,139655,141253,142413,142700,143701,145281,147090,148436,149191,149959,150923,152591,154026,155514,156967,158898,160502,161752,162983,164443,166581,168619,170420,171688,172790,174654,176816,178615,180147,181540,182928,183997,184901,185675,186779,188384,190212,191279,191459,191871,192763,194003,195204,196182,196798,197822,199127,200394,201450,202332,203677,204709,205818,206472,207613,209376,211403,213044,213366,214062,214114,215170,216059,217521,217855,218339,218817,220024,221276,222245,223460,223846,224508,224984,226387,227443,228649,229575,230874,232013,233395,235489,238424,242280,246794,251520,256059,261281,267692
78733,377699,376722,376120,377241,379446,383850,386068,387985,390736,393367,396327,397520,400768,405528,412633,415626,416076,413988,416075,420858,423583,426022,427829,431613,430542,428779,424256,424694,427018,428210,427662,423292,420152,418243,416637,416167,418060,420886,423861,422797,421938,421759,422722,423973,426202,427185,428313,428891,430360,431469,433573,435958,436627,436760,435645,436061,435254,436259,437702,440054,440622,441369,440972,441673,442521,444614,447079,448403,448933,448329,447109,445695,444641,442221,440541,438662,437279,435103,431636,430410,430884,432256,433559,433247,433960,434502,434798,433822,432765,432352,433706,433612,432505,430861,430488,431272,432107,434337,437735,442106,447088,451063,454256,456130,457977,459734,461532,463521,464981,466093,467071,468309,469439,470375,472187,475932,480402,485160,487573,490492,492840,496197,498124,500111,501127,503514,505817,508071,509978,510289,512645,514510,517689,518599,519133,519374,520682,522920,524237,525897,526082,528300,529560,529873,528395,527055,527413,528023,527267,524771,521990,518351,516224,513453,509869,506589,504793,504311,502149,498633,496138,494014,492955,491624,490074,488318,488904,490095,489767,488642,488311,488839,490113,490779,491733,491653,492860,494827,495316,494637,494268,494371,494566,494860,494872,496061,496583,498993,500225,501158,501862,502404,504463,506650,509737,512873,515481,517949,520419,523150,525233,526114,526760,530756,534522,539498,544013,550936,557466,562208,566063,568857,572866,577717,584760,589404,594442,597605,601108,602501,605279,610381,615959,622168,627179,633033,636718,639763,641279,643978,646325,648766,649900,651227,653510,656906,659923,661628,662865,666402,671896,675957,678136,678421,679758,680656,683460,682178,682808,683570,688693,690890,690354,691003,694008,699733,703780,706467,705867,708244,711579,716971,720274,724424,727683,729081,730457,730539,732038,734068,736151,739160,738202,739090,736462,737834,740990,748147,750016,751939,754150,760352,767683,773716,780349,781722,783854,783632,787528,789712,796327,802064,808709,813533,819277,826280,835914,849823,866901,885403,901641,919498,938707
78722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220681,223567,223717,228124,232632,238933,243603,246638,248904,249532,250567,251827,253027,253170,255616,255434,253923,248509,244834,243740,242037,241169,238351,237047,235882,235807,236826,235752,234463,234936,236656,237868,240580,245313,250176,250944,250801,249404,248264,249958,255028,257453,258089,256213,255286,252609,253469,255415,257051,256442,254829,254082,251323,251313,251276,253192,252727,252016,250747,251500,253900,256460,259899,260819,261643,260843,260735,262046,264400,267726,269143,269332,268777,270359,272191,274238,276659,279252,282657,284127,285100,285929,287215,288367,289198,289454,289366,290528,292658,295492,296852,298301,299417,299920,299686,299673,299738,299523,299278,298808,297410,295181,292411,288760,286702,285307,285086,284019,283153,282507,282272,281208,279640,277950,278288,280282,281290,280902,280326,279888,279450,279418,279140,279369,278825,278229,277024,275440,274239,274004,273106,272559,271143,270016,268738,268206,269594,271796,272976,273949,274183,275080,276173,278408,281417,283466,285539,286762,289281,291269,293971,294653,297274,300118,304779,308634,313362,319456,325259,331567,334107,337172,339793,345876,350272,354850,357721,360937,363876,366126,369158,371033,374439,377485,381441,385574,389786,392322,394686,396418,397378,398037,400089,403756,409020,412977,416681,417286,419054,421818,425274,428510,432178,435541,436531,436520,434266,434376,434830,438160,440228,441322,441768,443133,444661,446850,448673,451390,453137,454987,457214,460200,463089,464423,465184,464992,464603,465478,467801,469879,473182,474789,476113,473859,474258,476554,481334,482416,483599,482644,485205,486754,488733,489200,487478,487742,486908,489724,490516,494546,497585,502932,505944,510449,515040,522414,532577,543778,555715,565219,576572,588823
78652,169453,169667,170042,170449,171546,172549,173292,173735,173514,173765,174187,175008,175970,176680,176991,177464,176082,174933,173547,174189,175592,177230,178443,179566,180251,180386,181023,181865,184423,186793,189806,189577,189574,188223,187396,185828,184616,185511,186371,187351,187584,187862,189065,191093,192877,194028,194871,195737,197000,197925,199510,201216,203057,204373,203796,204021,204388,206332,209179,212777,215584,216556,215996,214701,212661,211585,211919,212169,210952,209446,207862,206912,205801,204843,204292,204957,206999,208203,207994,207218,208119,208884,209721,209403,209483,210198,211658,211985,211345,210523,211017,210797,210095,209655,208403,207311,206443,207002,207396,207692,207949,208361,208442,210011,211556,213246,214909,216646,218031,218203,218498,220013,221668,224027,225301,226965,228498,229979,231280,232195,232657,232925,232654,232415,231530,230778,230854,229855,228852,226632,225386,224985,225957,227505,228253,227922,228582,229228,230487,232486,234512,237266,239870,242006,242882,242004,242967,244216,244832,243942,242477,240851,239982,239462,237594,234858,232999,233207,232870,231661,230839,231207,232399,232635,231705,230151,230173,231406,232232,232414,232473,233068,233701,233644,233228,232511,232420,233462,234574,235149,234393,233394,231689,230958,230547,230438,228972,228086,227854,227696,226858,226035,226449,227207,228934,229379,229650,229662,231271,233628,235196,235292,234622,234911,236284,238142,239669,242459,244505,247069,248572,249204,249906,251467,255159,257974,260103,261432,262589,263230,263962,265654,267900,271934,276260,280098,282401,283778,285071,286537,288653,291414,295308,298373,301701,302454,302470,303085,304974,308857,312283,315544,318424,320182,321625,322437,323817,326196,329135,331481,333334,334338,335509,336525,337377,339551,341254,342759,342557,342348,343606,345289,346903,347894,348516,349723,351257,352450,354203,357003,360248,363660,364107,366015,366255,367909,369340,371870,372213,370642,368420,367754,367334,366643,366694,366405,367083,367845,370624,372029,374651,377843,382644,386558,390884,395809,401872,408086,415125,422314,428777,436557,445284
78719,142897,144863,146579,148811,150846,152290,153935,155093,156465,157335,157549,156592,156459,155881,155179,155978,156700,159105,160696,163053,164484,166231,167554,170419,171547,172352,172155,171621,171297,168529,165979,163597,162085,160387,160072,159758,159902,160103,161525,162330,162907,164279,166694,167432,168074,169885,172539,174540,176988,179365,180189,180354,180210,182285,183739,185907,186208,184784,181134,178370,174793,173050,173105,174776,175569,173782,172235,170859,170435,170723,172656,174636,177035,178236,177363,175953,174955,174599,173510,173470,174908,177502,178583,179184,178578,176433,175962,174317,174109,173582,174527,173896,170290,164376,159731,155795,154980,155374,155460,155256,154287,154912,154796,155105,155839,156954,158311,158623,156764,154062,151231,151018,150735,148821,145860,143810,143557,144811,144375,145168,145619,147208,149864,150182,150993,152270,155821,158250,159738,160884,163308,163935,164838,166200,166823,168644,169664,170469,169032,168726,169768,170698,171607,173216,174914,174588,173096,171228,168757,166832,166193,165437,163192,160160,157064,155296,154200,153800,153836,153318,154046,154342,154234,153061,152634,153937,155007,154446,152082,151006,151241,152528,153188,153420,153749,154634,154055,151144,148163,146757,147649,147731,145952,143326,140829,140029,140070,140475,142039,143865,146227,147051,147362,147108,148574,149948,152091,152301,151863,151127,150532,150774,149708,150683,151354,152717,152440,153217,154212,157218,159404,161014,161880,162932,166499,168511,170717,172146,175250,178492,179986,179931,179748,180307,181173,182836,182841,183122,182675,183850,183704,182301,182178,182636,184520,186431,189051,189970,191178,192596,195398,195676,197007,198200,200474,202678,204432,204599,205516,207855,211271,213611,213967,216474,217830,221348,222105,222704,222798,224971,226452,226837,226178,226774,228888,231202,235265,238369,242596,245849,250954,255752,258138,261034,261043,263841,264124,267052,266864,265681,261664,259393,259592,260390,260727,259677,261850,263976,267363,266800,267115,267003,270754,274693,276225,277507,281061,286295,291280,295391,300196,307614,316496
