Year Month,Postal Code,Customer Class,Total Gallons
201204,78745,Wholesale,6903200
201204,78746,City of Austin,1099200
201204,78746,Commercial,11435000
201204,78746,Irrigation - City of Austin,34500
201204,78746,Irrigation - Commercial,1903500
201204,78746,Wholesale,69491200
201204,78747,Austin Water Utility,1040600
201204,78747,Commercial,1088800
201204,78747,Irrigation - Commercial,467700
201204,78747,Wholesale,4273400
201204,78748,City of Austin,61300
201204,78748,Commercial,10981700
201204,78748,Irrigation - City of Austin,26100
201204,78748,Irrigation - Commercial,3143900
201204,78748,Wholesale,594000
201204,78749,Austin Water Utility,0
201204,78749,City of Austin,61700
201204,78749,Commercial,9134100
201204,78749,Irrigation - City of Austin,28400
201204,78749,Irrigation - Commercial,4022200
201204,78750,Austin Water Utility,285800
201204,78750,City of Austin,74800
201204,78750,Commercial,8358900
201204,78750,Irrigation - City of Austin,95800
201204,78750,Irrigation - Commercial,3742900
201204,78751,City of Austin,41500
201204,78751,Commercial,12705600
201204,78751,Irrigation - City of Austin,977900
201204,78751,Irrigation - Commercial,253900
201204,78752,City of Austin,34400
201204,78752,Commercial,23676700
201204,78752,Irrigation - City of Austin,0
201204,78752,Irrigation - Commercial,1839000
201204,78753,Austin Water Utility,400
201204,78753,City of Austin,631100
201204,78753,Commercial,34492100
201204,78753,Irrigation - City of Austin,310100
201204,78753,Irrigation - Commercial,5059200
201204,78754,Austin Water Utility,75900
201204,78754,City of Austin,223800
201204,78754,Commercial,13968700
201204,78754,Irrigation - City of Austin,0
201204,78754,Irrigation - Commercial,3394300
201204,78754,Large Volume,136075500
201204,78755,Commercial,47800
201204,78756,Austin Water Utility,41900
201204,78756,City of Austin,21600
201204,78756,Commercial,10792800
201204,78756,Irrigation - City of Austin,0
201204,78756,Irrigation - Commercial,1082300
201204,78757,City of Austin,1043300
201204,78757,Commercial,14827900
201204,78757,Irrigation - City of Austin,70300
201204,78757,Irrigation - Commercial,512100
201204,78758,City of Austin,151600
201204,78758,Commercial,40098900
201204,78758,Irrigation - City of Austin,3462100
201204,78758,Irrigation - Commercial,5745200
201204,78759,Austin Water Utility,0
201204,78759,City of Austin,24400
201204,78759,Commercial,37687100
201204,78759,Irrigation - City of Austin,41200
201204,78759,Irrigation - Commercial,6246600
201204,78766,Commercial,5700
201204,78766,Irrigation - Commercial,20000
201205,78613,Commercial,3399300
201205,78613,Irrigation - Commercial,1584500
201205,78617,Austin Water Utility,77700
201205,78617,City of Austin,8143700
201205,78617,Commercial,12551200
201205,78617,Irrigation - City of Austin,0
201205,78617,Irrigation - Commercial,1124500
201205,78640,Commercial,113500
201205,78652,Commercial,293400
201205,78652,Irrigation - Commercial,36200
201205,78653,Commercial,478500
201205,78653,Irrigation - Commercial,482200
201205,78653,Wholesale,1000
201205,78660,Commercial,3973600
201205,78660,Irrigation - Commercial,2034400
201205,78660,Wholesale,27251400
201205,78681,City of Austin,11300
201205,78681,Irrigation - City of Austin,40000
201205,78701,Austin Water Utility,140000
201205,78701,City of Austin,7315100
201205,78701,Commercial,76383300
201205,78701,Irrigation - City of Austin,538200
201205,78701,Irrigation - Commercial,3727800
201205,78701,Large Volume,2151000
201205,78702,Austin Water Utility,96000
201205,78702,City of Austin,2182900
201205,78702,Commercial,27905400
201205,78702,Irrigation - City of Austin,599700
201205,78702,Irrigation - Commercial,1587700
201205,78703,Austin Water Utility,10300
201205,78703,City of Austin,1722500
201205,78703,Commercial,15258800
201205,78703,Irrigation - City of Austin,84000
201205,78703,Irrigation - Commercial,2089000
201205,78704,Austin Water Utility,14800
201205,78704,City of Austin,2672000
201205,78704,Commercial,39435600
201205,78704,Irrigation - City of Austin,102700
201205,78704,Irrigation - Commercial,5006400
201205,78705,City of Austin,77300
201205,78705,Commercial,33742000
201205,78705,Irrigation - City of Austin,2600
201205,78705,Irrigation - Commercial,2806000
201205,78705,Large Volume,4238000
201205,78710,Commercial,33300
201205,78710,Irrigation - Commercial,100
201205,78712,Commercial,9214000
201205,78712,Irrigation - Commercial,6352800
201205,78712,Irrigation - Large Volume,18702100
201205,78712,Large Volume,16544900
201205,78714,Commercial,497700
201205,78714,Irrigation - Commercial,79000
201205,78717,City of Austin,0
201205,78717,Commercial,4851200
201205,78717,Irrigation - City of Austin,5700
201205,78717,Irrigation - Commercial,4569000
201205,78719,Austin Water Utility,264900
201205,78719,City of Austin,3590100
201205,78719,Commercial,3652100
201205,78719,Irrigation - City of Austin,455200
201205,78719,Irrigation - Commercial,584200
201205,78719,Wholesale,1477300
201205,78721,Austin Water Utility,5800
201205,78721,City of Austin,133000
201205,78721,Commercial,7089700
201205,78721,Irrigation - City of Austin,22500
201205,78721,Irrigation - Commercial,677200
201205,78722,City of Austin,56100
201205,78722,Commercial,4828500
201205,78722,Irrigation - City of Austin,539900
201205,78722,Irrigation - Commercial,981700
201205,78723,City of Austin,2676800
201205,78723,Commercial,13676500
201205,78723,Irrigation - City of Austin,173200
201205,78723,Irrigation - Commercial,1132300
201205,78724,Austin Water Utility,343000
201205,78724,City of Austin,6061200
201205,78724,Commercial,4614300
201205,78724,Irrigation - City of Austin,0
201205,78724,Irrigation - Commercial,4340800
201205,78725,Austin Water Utility,162900
201205,78725,City of Austin,29000
201205,78725,Commercial,5834400
201205,78725,Irrigation - Commercial,581600
201205,78725,Large Volume,29871600
201205,78725,Wholesale,1180400
201205,78726,Austin Water Utility,0
201205,78726,City of Austin,300000
201205,78726,Commercial,8027600
201205,78726,Irrigation - Commercial,2719500
201205,78727,City of Austin,25400
201205,78727,Commercial,14980400
201205,78727,Irrigation - City of Austin,900
201205,78727,Irrigation - Commercial,5504500
201205,78728,Commercial,3674900
201205,78728,Irrigation - Commercial,2340400
201205,78728,Large Volume,3403000
201205,78728,Wholesale,40707200
201205,78729,City of Austin,13700
201205,78729,Commercial,10954700
201205,78729,Irrigation - City of Austin,0
201205,78729,Irrigation - Commercial,5784600
201205,78729,Wholesale,41527200
201205,78730,Commercial,2550000
201205,78730,Irrigation - Commercial,2975000
201205,78731,Austin Water Utility,0
201205,78731,City of Austin,126800
201205,78731,Commercial,15871000
201205,78731,Irrigation - City of Austin,13400
201205,78731,Irrigation - Commercial,4630300
201205,78732,Commercial,552900
201809,78640,Commercial,0
201205,78732,Irrigation - Commercial,2800
201205,78735,Austin Water Utility,4000
201205,78735,City of Austin,298000
201205,78735,Commercial,9049300
201205,78735,Irrigation - Commercial,3695900
201205,78735,Large Volume,18223000
201205,78735,Wholesale,363600
201205,78736,Commercial,1549900
201205,78736,Irrigation - Commercial,297600
201205,78737,Commercial,623000
201205,78737,Irrigation - Commercial,200100
201205,78737,Wholesale,464100
201205,78739,City of Austin,9000
201205,78739,Commercial,1448200
201205,78739,Irrigation - City of Austin,9000
201205,78739,Irrigation - Commercial,2229600
201205,78739,Wholesale,18478700
201205,78741,Austin Water Utility,35000
201205,78741,City of Austin,269700
201205,78741,Commercial,19540600
201205,78741,Irrigation - City of Austin,2253300
201205,78741,Irrigation - Commercial,3836300
201205,78741,Large Volume,39956000
201205,78742,Commercial,564100
201205,78742,Irrigation - Commercial,52700
201205,78744,Austin Water Utility,320000
201205,78744,City of Austin,1322900
201205,78744,Commercial,26798400
201205,78744,Irrigation - City of Austin,1993000
201205,78744,Irrigation - Commercial,5874600
201205,78745,City of Austin,1703800
201205,78745,Commercial,29777000
201205,78745,Irrigation - City of Austin,41800
201205,78745,Irrigation - Commercial,6280100
201205,78745,Wholesale,9726400
201205,78746,City of Austin,1694000
201205,78746,Commercial,12963000
201205,78746,Irrigation - City of Austin,53300
201205,78746,Irrigation - Commercial,4299100
201205,78746,Wholesale,112193300
201205,78747,Austin Water Utility,1134200
201205,78747,Commercial,1040400
201205,78747,Irrigation - Commercial,1168500
201205,78747,Wholesale,4627100
201205,78748,City of Austin,56600
201205,78748,Commercial,12899200
201205,78748,Irrigation - City of Austin,25900
201205,78748,Irrigation - Commercial,5928200
201205,78748,Wholesale,530500
201205,78749,Austin Water Utility,100
201205,78749,City of Austin,462700
201205,78749,Commercial,10753900
201205,78749,Irrigation - City of Austin,23400
201205,78749,Irrigation - Commercial,8330400
201205,78750,Austin Water Utility,511400
201205,78750,City of Austin,74500
201205,78750,Commercial,9112400
201205,78750,Irrigation - City of Austin,16600
201205,78750,Irrigation - Commercial,6734100
201205,78751,City of Austin,64000
201205,78751,Commercial,15912100
201205,78751,Irrigation - City of Austin,1137000
201205,78751,Irrigation - Commercial,685200
201205,78752,City of Austin,32200
201205,78752,Commercial,25450100
201205,78752,Irrigation - City of Austin,0
201205,78752,Irrigation - Commercial,2481300
201205,78753,Austin Water Utility,500
201205,78753,City of Austin,627500
201205,78753,Commercial,37125300
201205,78753,Irrigation - City of Austin,422000
201205,78753,Irrigation - Commercial,10787500
201205,78754,Austin Water Utility,90700
201205,78754,City of Austin,277000
201205,78754,Commercial,16136500
201205,78754,Irrigation - City of Austin,0
201205,78754,Irrigation - Commercial,6546600
201205,78754,Large Volume,141668500
201205,78755,Commercial,64200
201205,78756,Austin Water Utility,12900
201205,78756,City of Austin,23200
201205,78756,Commercial,13285500
201205,78756,Irrigation - City of Austin,0
201205,78756,Irrigation - Commercial,788400
201205,78757,City of Austin,783700
201205,78757,Commercial,16731600
201205,78757,Irrigation - City of Austin,45000
201205,78757,Irrigation - Commercial,986400
201205,78758,City of Austin,157100
201205,78758,Commercial,39749500
201205,78758,Irrigation - City of Austin,3999400
201205,78758,Irrigation - Commercial,10372300
201205,78759,Austin Water Utility,0
201205,78759,City of Austin,207900
201205,78759,Commercial,41557500
201205,78759,Irrigation - City of Austin,66900
201205,78759,Irrigation - Commercial,10606700
201205,78766,Commercial,5300
201205,78766,Irrigation - Commercial,7000
201206,78613,Commercial,3856500
201206,78613,Irrigation - Commercial,2047400
201206,78617,Austin Water Utility,122500
201206,78617,City of Austin,12002600
201206,78617,Commercial,9942700
201206,78617,Irrigation - City of Austin,0
201206,78617,Irrigation - Commercial,1090700
201206,78640,Commercial,107200
201206,78652,Commercial,297300
201206,78652,Irrigation - Commercial,44400
201206,78653,Commercial,1038800
201206,78653,Irrigation - Commercial,582500
201206,78653,Wholesale,0
201206,78660,Commercial,4508700
201206,78660,Irrigation - Commercial,2862800
201206,78660,Wholesale,29184700
201206,78681,City of Austin,5600
201206,78681,Irrigation - City of Austin,34000
201206,78701,Austin Water Utility,160000
201206,78701,City of Austin,9425400
201206,78701,Commercial,82538800
201206,78701,Irrigation - City of Austin,871500
201206,78701,Irrigation - Commercial,4912700
201206,78701,Large Volume,1793000
201206,78702,Austin Water Utility,68900
201206,78702,City of Austin,5635600
201206,78702,Commercial,26873900
201206,78702,Irrigation - City of Austin,787400
201206,78702,Irrigation - Commercial,2258600
201206,78703,Austin Water Utility,11700
201206,78703,City of Austin,4083100
201206,78703,Commercial,17948700
201206,78703,Irrigation - City of Austin,128700
201206,78703,Irrigation - Commercial,2161900
201206,78704,Austin Water Utility,21100
201206,78704,City of Austin,4998200
201206,78704,Commercial,40323600
201206,78704,Irrigation - City of Austin,107200
201206,78704,Irrigation - Commercial,6046800
201206,78705,City of Austin,197800
201206,78705,Commercial,32532100
201206,78705,Irrigation - City of Austin,1300
201206,78705,Irrigation - Commercial,3141900
201206,78705,Large Volume,3847000
201206,78710,Commercial,34200
201206,78710,Irrigation - Commercial,0
201206,78712,Commercial,8715200
201206,78712,Irrigation - Commercial,8716700
201206,78712,Irrigation - Large Volume,22902900
201206,78712,Large Volume,16862300
201206,78714,Commercial,719900
201206,78714,Irrigation - Commercial,212000
201206,78717,City of Austin,0
201206,78717,Commercial,6488700
201206,78717,Irrigation - City of Austin,0
201206,78717,Irrigation - Commercial,8213800
201206,78719,Austin Water Utility,536000
201206,78719,City of Austin,3614700
201206,78719,Commercial,4189300
201206,78719,Irrigation - City of Austin,461700
201206,78719,Irrigation - Commercial,714600
201206,78719,Wholesale,1728900
201206,78721,Austin Water Utility,20000
201206,78721,City of Austin,3688300
201206,78721,Commercial,7788800
201206,78721,Irrigation - City of Austin,19300
201206,78721,Irrigation - Commercial,1034100
201206,78722,City of Austin,43200
201206,78722,Commercial,4646500
201206,78722,Irrigation - City of Austin,1013800
201206,78722,Irrigation - Commercial,1129000
201206,78723,City of Austin,3716500
201206,78723,Commercial,14601600
201206,78723,Irrigation - City of Austin,122900
201206,78723,Irrigation - Commercial,1679800
201206,78724,Austin Water Utility,376700
201206,78724,City of Austin,5601700
201206,78724,Commercial,4996700
201206,78724,Irrigation - City of Austin,0
201206,78724,Irrigation - Commercial,5452500
201206,78725,Austin Water Utility,266400
201206,78725,City of Austin,232000
201206,78725,Commercial,5673000
201206,78725,Irrigation - Commercial,508100
201206,78725,Large Volume,32939000
201206,78725,Wholesale,416000
201206,78726,Austin Water Utility,0
201206,78726,City of Austin,437000
201206,78726,Commercial,8310700
201206,78726,Irrigation - Commercial,3429200
201206,78727,City of Austin,27800
201206,78727,Commercial,16911500
201206,78727,Irrigation - City of Austin,100
201206,78727,Irrigation - Commercial,8583700
201206,78728,Commercial,3470900
201206,78728,Irrigation - Commercial,3375300
201206,78728,Large Volume,5032000
201206,78728,Wholesale,47535400
201206,78729,City of Austin,14500
201206,78729,Commercial,12347500
201206,78729,Irrigation - City of Austin,0
201206,78729,Irrigation - Commercial,7046700
201206,78729,Wholesale,47420900
201206,78730,Commercial,3159100
201206,78730,Irrigation - Commercial,4564000
201206,78731,Austin Water Utility,0
201206,78731,City of Austin,1012700
201206,78731,Commercial,19606700
201206,78731,Irrigation - City of Austin,27600
201206,78731,Irrigation - Commercial,5311100
201206,78732,Commercial,696500
201206,78732,Irrigation - Commercial,0
201206,78735,Austin Water Utility,0
201206,78735,City of Austin,230500
201206,78735,Commercial,8795700
201206,78735,Irrigation - Commercial,3801300
201206,78735,Large Volume,23726000
201206,78735,Wholesale,639200
201206,78736,Commercial,1619700
201206,78736,Irrigation - Commercial,368700
201206,78737,Commercial,488600
